109	840
0	1	0.052632
0	2	0.050000
0	3	0.142857
0	4	0.125000
0	5	0.047619
0	6	0.029412
0	7	0.100000
0	8	0.058824
0	9	0.083333
0	10	0.043478
0	11	0.047619
0	12	0.090909
0	13	0.111111
0	15	0.142857
0	16	0.100000
0	17	0.100000
0	21	0.062500
0	22	0.090909
0	27	0.100000
0	29	0.200000
0	30	0.125000
0	34	0.166667
0	44	0.125000
0	49	0.142857
0	56	0.166667
0	57	0.166667
0	59	0.250000
0	64	0.142857
0	66	0.200000
0	69	0.166667
0	73	0.200000
0	74	0.166667
0	75	0.250000
0	76	0.200000
0	78	0.166667
0	83	0.200000
0	84	0.250000
0	86	0.200000
0	89	0.250000
1	0	0.025641
1	7	0.100000
1	8	0.058824
1	14	0.076923
1	23	0.083333
1	30	0.125000
1	32	0.125000
1	40	0.111111
1	41	0.166667
1	42	0.111111
1	45	0.166667
1	50	0.166667
1	60	0.200000
1	66	0.200000
1	74	0.166667
1	93	0.250000
1	94	0.250000
1	104	0.250000
1	106	0.250000
2	0	0.025641
2	5	0.047619
2	6	0.029412
2	7	0.100000
2	10	0.043478
2	13	0.111111
2	14	0.076923
2	17	0.100000
2	20	0.166667
2	27	0.100000
2	28	0.090909
2	32	0.125000
2	41	0.166667
2	48	0.166667
2	49	0.142857
2	51	0.125000
2	60	0.200000
2	64	0.142857
2	83	0.200000
2	89	0.250000
3	0	0.025641
3	5	0.047619
3	14	0.076923
3	21	0.062500
3	25	0.166667
3	67	0.166667
3	82	0.250000
4	0	0.025641
4	5	0.047619
4	6	0.029412
4	9	0.083333
4	14	0.076923
4	15	0.142857
4	30	0.125000
4	70	0.250000
5	0	0.025641
5	2	0.050000
5	3	0.142857
5	4	0.125000
5	6	0.029412
5	8	0.058824
5	9	0.083333
5	12	0.090909
5	16	0.100000
5	19	0.125000
5	22	0.090909
5	23	0.083333
5	43	0.111111
5	49	0.142857
5	51	0.125000
5	52	0.125000
5	59	0.250000
5	78	0.166667
5	94	0.250000
5	95	0.250000
5	103	0.250000
6	0	0.025641
6	2	0.050000
6	4	0.125000
6	5	0.047619
6	7	0.100000
6	8	0.058824
6	11	0.047619
6	12	0.090909
6	13	0.111111
6	15	0.142857
6	16	0.100000
6	18	0.111111
6	19	0.125000
6	21	0.062500
6	23	0.083333
6	24	0.125000
6	25	0.166667
6	26	0.142857
6	29	0.200000
6	31	0.142857
6	33	0.100000
6	39	0.142857
6	46	0.200000
6	53	0.125000
6	59	0.250000
6	70	0.250000
6	71	0.250000
6	81	0.250000
6	82	0.250000
6	84	0.250000
6	88	0.200000
6	89	0.250000
6	96	0.250000
6	100	0.250000
7	0	0.025641
7	1	0.052632
7	2	0.050000
7	6	0.029412
7	10	0.043478
7	15	0.142857
7	25	0.166667
7	42	0.111111
7	45	0.166667
7	66	0.200000
8	0	0.025641
8	1	0.052632
8	5	0.047619
8	6	0.029412
8	9	0.083333
8	10	0.043478
8	11	0.047619
8	13	0.111111
8	28	0.090909
8	31	0.142857
8	34	0.166667
8	47	0.125000
8	51	0.125000
8	72	0.250000
8	77	0.200000
8	92	0.250000
8	99	0.200000
9	0	0.025641
9	4	0.125000
9	5	0.047619
9	8	0.058824
9	16	0.100000
9	24	0.125000
9	31	0.142857
9	47	0.125000
9	63	0.250000
9	65	0.250000
9	88	0.200000
9	102	0.250000
10	0	0.025641
10	2	0.050000
10	7	0.100000
10	8	0.058824
10	11	0.047619
10	12	0.090909
10	18	0.111111
10	22	0.090909
10	23	0.083333
10	27	0.100000
10	28	0.090909
10	29	0.200000
10	30	0.125000
10	32	0.125000
10	35	0.111111
10	43	0.111111
10	45	0.166667
10	53	0.125000
10	65	0.250000
10	74	0.166667
10	85	0.200000
10	98	0.250000
10	104	0.250000
11	0	0.025641
11	6	0.029412
11	8	0.058824
11	10	0.043478
11	17	0.100000
11	18	0.111111
11	19	0.125000
11	20	0.166667
11	28	0.090909
11	31	0.142857
11	36	0.142857
11	37	0.166667
11	39	0.142857
11	44	0.125000
11	52	0.125000
11	61	0.250000
11	68	0.166667
11	76	0.200000
11	83	0.200000
11	103	0.250000
11	108	0.250000
12	0	0.025641
12	5	0.047619
12	6	0.029412
12	10	0.043478
12	19	0.125000
12	29	0.200000
12	37	0.166667
12	47	0.125000
12	71	0.250000
12	88	0.200000
12	106	0.250000
13	0	0.025641
13	2	0.050000
13	6	0.029412
13	8	0.058824
13	20	0.166667
13	21	0.062500
13	36	0.142857
13	38	0.142857
13	70	0.250000
14	1	0.052632
14	2	0.050000
14	3	0.142857
14	4	0.125000
14	17	0.100000
14	26	0.142857
14	33	0.100000
14	40	0.111111
14	42	0.111111
14	43	0.111111
14	44	0.125000
14	67	0.166667
14	93	0.250000
15	0	0.025641
15	4	0.125000
15	6	0.029412
15	7	0.100000
15	52	0.125000
15	72	0.250000
15	92	0.250000
16	0	0.025641
16	5	0.047619
16	6	0.029412
16	9	0.083333
16	18	0.111111
16	26	0.142857
16	35	0.111111
16	36	0.142857
16	81	0.250000
16	92	0.250000
17	0	0.025641
17	2	0.050000
17	11	0.047619
17	14	0.076923
17	33	0.100000
17	37	0.166667
17	49	0.142857
17	51	0.125000
17	67	0.166667
17	76	0.200000
18	6	0.029412
18	10	0.043478
18	11	0.047619
18	16	0.100000
18	20	0.166667
18	24	0.125000
18	38	0.142857
18	40	0.111111
18	96	0.250000
19	5	0.047619
19	6	0.029412
19	11	0.047619
19	12	0.090909
19	32	0.125000
19	63	0.250000
19	76	0.200000
19	87	0.250000
20	2	0.050000
20	11	0.047619
20	13	0.111111
20	18	0.111111
20	75	0.250000
20	93	0.250000
21	0	0.025641
21	3	0.142857
21	6	0.029412
21	13	0.111111
21	22	0.090909
21	24	0.125000
21	25	0.166667
21	33	0.100000
21	39	0.142857
21	42	0.111111
21	54	0.111111
21	56	0.166667
21	60	0.200000
21	71	0.250000
21	100	0.250000
21	105	0.250000
22	0	0.025641
22	5	0.047619
22	10	0.043478
22	21	0.062500
22	26	0.142857
22	27	0.100000
22	35	0.111111
22	54	0.111111
22	65	0.250000
22	90	0.250000
22	95	0.250000
23	1	0.052632
23	5	0.047619
23	6	0.029412
23	10	0.043478
23	34	0.166667
23	35	0.111111
23	37	0.166667
23	39	0.142857
23	41	0.166667
23	43	0.111111
23	54	0.111111
23	84	0.250000
24	6	0.029412
24	9	0.083333
24	18	0.111111
24	21	0.062500
24	34	0.166667
24	56	0.166667
24	62	0.166667
24	86	0.200000
25	3	0.142857
25	6	0.029412
25	7	0.100000
25	21	0.062500
25	73	0.200000
25	88	0.200000
26	6	0.029412
26	14	0.076923
26	16	0.100000
26	22	0.090909
26	50	0.166667
26	94	0.250000
26	95	0.250000
27	0	0.025641
27	2	0.050000
27	10	0.043478
27	22	0.090909
27	48	0.166667
27	53	0.125000
27	55	0.111111
27	78	0.166667
27	102	0.250000
27	107	0.250000
28	2	0.050000
28	8	0.058824
28	10	0.043478
28	11	0.047619
28	38	0.142857
28	41	0.166667
28	46	0.200000
28	52	0.125000
28	55	0.111111
28	91	0.250000
28	97	0.250000
29	0	0.025641
29	6	0.029412
29	10	0.043478
29	12	0.090909
29	64	0.142857
30	0	0.025641
30	1	0.052632
30	4	0.125000
30	10	0.043478
30	45	0.166667
30	61	0.250000
30	74	0.166667
30	100	0.250000
31	6	0.029412
31	8	0.058824
31	9	0.083333
31	11	0.047619
31	36	0.142857
31	46	0.200000
31	47	0.125000
32	1	0.052632
32	2	0.050000
32	10	0.043478
32	19	0.125000
32	64	0.142857
32	69	0.166667
32	79	0.250000
32	105	0.250000
33	6	0.029412
33	14	0.076923
33	17	0.100000
33	21	0.062500
33	38	0.142857
33	46	0.200000
33	56	0.166667
33	61	0.250000
33	67	0.166667
33	98	0.250000
34	0	0.025641
34	8	0.058824
34	23	0.083333
34	24	0.125000
34	68	0.166667
34	91	0.250000
35	10	0.043478
35	16	0.100000
35	22	0.090909
35	23	0.083333
35	48	0.166667
35	69	0.166667
35	73	0.200000
35	81	0.250000
35	85	0.200000
36	11	0.047619
36	13	0.111111
36	16	0.100000
36	31	0.142857
36	40	0.111111
36	50	0.166667
36	54	0.111111
37	11	0.047619
37	12	0.090909
37	17	0.100000
37	23	0.083333
37	58	0.200000
37	91	0.250000
38	13	0.111111
38	18	0.111111
38	28	0.090909
38	33	0.100000
38	48	0.166667
38	58	0.200000
38	68	0.166667
39	6	0.029412
39	11	0.047619
39	21	0.062500
39	23	0.083333
