183	2464
0	1	0.076923
0	2	0.043478
0	3	0.034483
0	4	0.500000
0	5	0.071429
0	6	0.045455
0	7	0.029412
0	8	0.018182
0	9	0.017544
0	10	0.027027
0	11	0.026316
0	12	0.030303
0	13	0.032258
0	15	0.025641
0	16	0.027027
0	19	0.031250
0	20	0.058824
0	21	0.037037
0	22	0.043478
0	23	0.047619
0	26	0.066667
0	27	0.071429
0	28	0.083333
0	29	0.052632
0	30	0.071429
0	32	0.045455
0	33	0.058824
0	36	0.052632
0	37	0.052632
0	38	0.090909
0	39	0.058824
0	41	0.090909
0	42	0.066667
0	43	0.071429
0	48	0.071429
0	51	0.062500
0	52	0.111111
0	54	0.111111
0	61	0.076923
0	62	0.100000
0	69	0.062500
0	74	0.071429
0	76	0.100000
0	88	0.100000
0	94	0.100000
0	98	0.100000
0	101	0.111111
0	102	0.100000
0	104	0.111111
0	105	0.111111
0	116	0.083333
0	120	0.125000
0	124	0.125000
0	126	0.125000
0	130	0.125000
0	134	0.142857
0	136	0.142857
0	137	0.111111
0	144	0.100000
0	145	0.111111
0	147	0.142857
0	152	0.125000
0	158	0.142857
0	164	0.142857
0	166	0.142857
0	169	0.142857
0	177	0.142857
0	179	0.142857
0	180	0.142857
1	0	0.014493
1	8	0.018182
1	9	0.017544
1	10	0.027027
1	12	0.030303
1	14	0.028571
1	15	0.025641
1	18	0.020000
1	24	0.030303
1	53	0.083333
1	75	0.100000
1	107	0.125000
1	112	0.142857
2	0	0.014493
2	8	0.018182
2	9	0.017544
2	10	0.027027
2	11	0.026316
2	12	0.030303
2	16	0.027027
2	18	0.020000
2	23	0.047619
2	26	0.066667
2	35	0.062500
2	36	0.052632
2	42	0.066667
2	48	0.071429
2	57	0.055556
2	75	0.100000
2	80	0.100000
2	81	0.062500
2	97	0.111111
2	109	0.111111
2	133	0.125000
2	163	0.125000
2	179	0.142857
3	0	0.014493
3	8	0.018182
3	9	0.017544
3	11	0.026316
3	12	0.030303
3	13	0.032258
3	19	0.031250
3	22	0.043478
3	30	0.071429
3	36	0.052632
3	37	0.052632
3	40	0.058824
3	49	0.038462
3	56	0.066667
3	62	0.100000
3	64	0.066667
3	67	0.058824
3	75	0.100000
3	76	0.100000
3	79	0.100000
3	89	0.125000
3	107	0.125000
3	121	0.111111
3	122	0.125000
3	144	0.100000
3	160	0.142857
3	172	0.142857
3	175	0.142857
3	179	0.142857
4	0	0.014493
4	57	0.055556
5	0	0.014493
5	8	0.018182
5	10	0.027027
5	12	0.030303
5	25	0.076923
5	34	0.043478
5	37	0.052632
5	38	0.090909
5	50	0.058824
5	62	0.100000
5	89	0.125000
5	166	0.142857
5	172	0.142857
5	179	0.142857
6	0	0.014493
6	8	0.018182
6	9	0.017544
6	15	0.025641
6	19	0.031250
6	28	0.083333
6	31	0.062500
6	40	0.058824
6	41	0.090909
6	48	0.071429
