472	16220
0	18	0.007092
0	19	0.005952
0	20	0.007634
0	21	0.006993
0	22	0.007246
0	23	0.008547
0	26	0.011236
0	27	0.019608
0	28	0.017857
0	36	0.008772
0	37	0.009174
0	41	0.014706
0	42	0.009709
0	48	0.010870
0	50	0.012821
0	52	0.013158
0	54	0.012195
0	56	0.014925
0	63	0.038462
0	103	0.025641
0	110	0.021277
0	117	0.025641
0	118	0.028571
0	121	0.026316
0	129	0.028571
0	131	0.024390
0	137	0.027778
0	140	0.029412
0	153	0.031250
0	173	0.032258
0	187	0.030303
0	197	0.020408
0	203	0.025000
0	211	0.032258
0	217	0.043478
0	222	0.043478
0	229	0.034483
0	239	0.043478
0	240	0.040000
0	241	0.027778
0	242	0.035714
0	245	0.045455
0	268	0.040000
0	272	0.037037
0	293	0.041667
0	294	0.037037
0	298	0.045455
0	312	0.045455
0	313	0.043478
0	326	0.043478
0	331	0.047619
0	334	0.038462
0	346	0.047619
0	358	0.040000
0	370	0.045455
0	378	0.050000
0	435	0.055556
0	442	0.052632
0	443	0.062500
0	459	0.055556
0	460	0.055556
0	469	0.055556
1	18	0.007092
1	19	0.005952
1	20	0.007634
1	21	0.006993
1	22	0.007246
1	23	0.008547
1	25	0.011364
1	26	0.011236
1	30	0.023810
1	33	0.010309
1	34	0.009709
1	37	0.009174
1	39	0.013699
1	40	0.009009
1	43	0.011236
1	44	0.009524
1	46	0.017857
1	47	0.017241
1	51	0.016129
1	54	0.012195
1	58	0.015152
1	60	0.026316
1	61	0.023810
1	64	0.014925
1	67	0.014706
1	68	0.019231
1	69	0.015625
1	72	0.020833
1	75	0.017544
1	80	0.020833
1	83	0.021739
1	84	0.019608
1	89	0.020833
1	90	0.024390
1	94	0.045455
1	101	0.021739
1	102	0.021277
1	106	0.016129
1	113	0.026316
1	120	0.028571
1	124	0.032258
1	138	0.024390
1	144	0.037037
1	147	0.030303
1	154	0.033333
1	172	0.033333
1	190	0.047619
1	194	0.043478
1	195	0.038462
1	197	0.020408
1	201	0.034483
1	202	0.032258
1	205	0.034483
1	213	0.035714
1	215	0.033333
1	220	0.045455
1	221	0.043478
1	224	0.040000
1	231	0.033333
1	233	0.032258
1	250	0.043478
1	251	0.047619
1	252	0.040000
1	272	0.037037
1	275	0.050000
1	276	0.040000
1	277	0.040000
1	278	0.050000
1	280	0.043478
1	291	0.045455
1	293	0.041667
1	300	0.050000
1	316	0.047619
1	333	0.045455
1	360	0.050000
1	375	0.050000
1	382	0.055556
1	383	0.055556
1	386	0.052632
1	391	0.050000
1	403	0.045455
1	412	0.047619
1	424	0.052632
1	441	0.055556
1	464	0.055556
2	18	0.007092
2	19	0.005952
2	20	0.007634
2	21	0.006993
2	23	0.008547
2	24	0.010101
2	25	0.011364
2	26	0.011236
2	29	0.017544
2	31	0.037037
2	32	0.008197
2	34	0.009709
2	35	0.012658
2	37	0.009174
2	38	0.009434
2	41	0.014706
2	43	0.011236
2	46	0.017857
2	55	0.017241
2	57	0.021739
2	58	0.015152
2	60	0.026316
2	61	0.023810
2	67	0.014706
2	68	0.019231
2	69	0.015625
2	78	0.015152
2	81	0.023256
2	84	0.019608
2	85	0.024390
2	97	0.015152
2	98	0.021739
2	110	0.021277
2	112	0.018868
2	113	0.026316
2	116	0.024390
2	128	0.025641
2	131	0.024390
2	134	0.027027
2	137	0.027778
2	141	0.027027
2	143	0.022222
2	144	0.037037
