433	14066
0	17	0.006579
0	18	0.008000
0	19	0.007937
0	21	0.008000
0	22	0.007194
0	23	0.010000
0	24	0.011494
0	25	0.010989
0	26	0.010526
0	28	0.014085
0	29	0.016667
0	30	0.027778
0	31	0.033333
0	34	0.008772
0	37	0.012195
0	40	0.014085
0	44	0.015152
0	49	0.018519
0	54	0.018519
0	58	0.021277
0	59	0.018182
0	60	0.021277
0	63	0.038462
0	65	0.020833
0	68	0.017241
0	69	0.016667
0	74	0.020833
0	75	0.018519
0	82	0.028571
0	84	0.025000
0	87	0.028571
0	90	0.031250
0	97	0.025641
0	100	0.027778
0	105	0.021277
0	106	0.025000
0	107	0.026316
0	111	0.023256
0	120	0.043478
0	126	0.045455
0	131	0.026316
0	133	0.030303
0	135	0.027027
0	147	0.033333
0	148	0.032258
0	150	0.037037
0	151	0.037037
0	156	0.043478
0	158	0.047619
0	161	0.029412
0	162	0.041667
0	177	0.030303
0	187	0.035714
0	191	0.047619
0	193	0.041667
0	204	0.043478
0	205	0.043478
0	220	0.050000
0	223	0.050000
0	239	0.047619
0	241	0.045455
0	248	0.040000
0	269	0.052632
0	280	0.047619
0	286	0.058824
0	295	0.055556
0	296	0.050000
0	299	0.041667
0	312	0.050000
0	322	0.058824
0	329	0.047619
0	333	0.050000
0	342	0.050000
0	343	0.047619
0	348	0.055556
0	349	0.055556
0	364	0.052632
0	367	0.058824
0	369	0.052632
0	371	0.052632
0	384	0.055556
0	388	0.055556
0	395	0.052632
0	396	0.055556
0	401	0.052632
0	414	0.055556
0	429	0.058824
1	17	0.006579
1	18	0.008000
1	20	0.006623
1	21	0.008000
1	22	0.007194
1	25	0.010989
1	30	0.027778
1	32	0.012346
1	45	0.018182
1	50	0.012821
1	56	0.024390
1	57	0.023810
1	70	0.017241
1	71	0.022222
1	73	0.022222
1	82	0.028571
1	89	0.027778
1	90	0.031250
1	95	0.040000
1	98	0.025641
1	100	0.027778
1	107	0.026316
1	133	0.030303
1	138	0.031250
1	155	0.034483
1	156	0.043478
1	187	0.035714
1	206	0.040000
1	218	0.047619
1	221	0.045455
1	239	0.047619
1	279	0.047619
1	282	0.047619
1	283	0.052632
1	288	0.045455
1	300	0.052632
1	303	0.041667
1	317	0.052632
1	341	0.047619
1	349	0.055556
1	426	0.058824
2	17	0.006579
2	18	0.008000
2	19	0.007937
2	20	0.006623
2	21	0.008000
2	22	0.007194
2	23	0.010000
2	24	0.011494
2	25	0.010989
2	26	0.010526
2	28	0.014085
2	30	0.027778
2	31	0.033333
2	33	0.011236
2	36	0.015385
2	37	0.012195
2	38	0.015873
2	40	0.014085
2	41	0.012987
2	42	0.013699
2	46	0.019608
2	47	0.011628
2	49	0.018519
2	51	0.013158
2	53	0.019608
2	56	0.024390
2	58	0.021277
2	61	0.032258
2	63	0.038462
2	69	0.016667
2	73	0.022222
2	80	0.022727
2	83	0.018868
2	84	0.025000
2	89	0.027778
2	98	0.025641
2	101	0.022727
2	102	0.025000
2	112	0.022222
2	113	0.022222
2	118	0.026316
2	121	0.029412
2	128	0.033333
2	131	0.026316
2	138	0.031250
2	144	0.032258
2	149	0.037037
2	150	0.037037
2	169	0.034483
2	170	0.034483
2	172	0.035714
2	177	0.030303
2	181	0.041667
2	183	0.055556
2	187	0.035714
2	197	0.033333
2	209	0.034483
2	214	0.037037
2	215	0.030303
2	219	0.055556
2	221	0.045455
2	226	0.037037
2	227	0.037037
2	233	0.043478
2	237	0.037037
2	245	0.038462
2	250	0.043478
2	257	0.038462
2	261	0.047619
2	263	0.035714
2	265	0.038462
2	288	0.045455
2	294	0.050000
2	295	0.055556
2	300	0.052632
2	301	0.052632
2	315	0.052632
2	318	0.055556
2	319	0.052632
2	324	0.050000
2	328	0.052632
2	338	0.052632
2	360	0.052632
2	361	0.047619
2	368	0.052632
2	375	0.058824
2	395	0.052632
2	396	0.055556
2	398	0.052632
2	412	0.058824
2	416	0.055556
2	425	0.058824
2	429	0.058824
3	17	0.006579
3	18	0.008000
3	19	0.007937
3	21	0.008000
3	22	0.007194
3	23	0.010000
3	24	0.011494
3	26	0.010526
3	29	0.016667
3	30	0.027778
3	35	0.009009
3	36	0.015385
3	39	0.014286
3	41	0.012987
3	46	0.019608
3	47	0.011628
3	58	0.021277
3	60	0.021277
3	69	0.016667
3	96	0.030303
3	100	0.027778
3	107	0.026316
3	108	0.035714
3	120	0.043478
3	122	0.041667
3	126	0.045455
3	130	0.040000
3	135	0.027027
3	136	0.033333
3	157	0.038462
3	159	0.047619
3	163	0.033333
3	176	0.029412
3	179	0.035714
3	181	0.041667
3	190	0.050000
3	196	0.031250
3	201	0.038462
3	212	0.035714
3	222	0.050000
3	224	0.035714
3	232	0.031250
3	240	0.041667
3	250	0.043478
3	253	0.055556
3	262	0.043478
3	274	0.037037
3	277	0.045455
3	291	0.043478
3	296	0.050000
3	301	0.052632
3	307	0.052632
3	308	0.038462
3	320	0.045455
3	341	0.047619
3	348	0.055556
3	372	0.052632
3	375	0.058824
3	384	0.055556
3	390	0.050000
3	393	0.052632
3	404	0.058824
3	417	0.058824
4	17	0.006579
4	18	0.008000
4	19	0.007937
4	20	0.006623
4	21	0.008000
4	22	0.007194
4	23	0.010000
4	24	0.011494
4	29	0.016667
4	30	0.027778
4	33	0.011236
4	34	0.008772
4	35	0.009009
4	39	0.014286
4	41	0.012987
4	46	0.019608
4	53	0.019608
4	62	0.037037
4	66	0.026316
4	67	0.016129
4	81	0.025641
4	83	0.018868
4	87	0.028571
4	97	0.025641
4	101	0.022727
4	115	0.023810
4	119	0.027778
4	127	0.047619
4	134	0.027027
4	140	0.032258
4	159	0.047619
4	167	0.038462
4	173	0.031250
4	176	0.029412
4	179	0.035714
4	180	0.031250
4	185	0.028571
4	195	0.041667
4	200	0.035714
4	201	0.038462
4	206	0.040000
4	214	0.037037
4	222	0.050000
4	246	0.038462
4	247	0.043478
4	252	0.052632
4	265	0.038462
4	275	0.050000
4	277	0.045455
4	298	0.052632
4	310	0.041667
4	320	0.045455
4	323	0.050000
4	327	0.055556
4	334	0.052632
4	336	0.052632
4	342	0.050000
4	343	0.047619
4	355	0.055556
4	358	0.052632
4	371	0.052632
4	375	0.058824
4	387	0.050000
4	389	0.055556
4	395	0.052632
4	415	0.058824
4	425	0.058824
4	432	0.058824
5	17	0.006579
5	18	0.008000
5	20	0.006623
5	21	0.008000
5	22	0.007194
5	23	0.010000
5	24	0.011494
5	25	0.010989
5	27	0.012987
5	29	0.016667
5	31	0.033333
5	35	0.009009
5	38	0.015873
5	47	0.011628
5	52	0.018182
5	54	0.018519
5	57	0.023810
5	59	0.018182
5	79	0.015873
5	85	0.017544
5	114	0.032258
5	115	0.023810
5	133	0.030303
