453	15660
0	1	0.012346
0	2	0.024390
0	3	0.018519
0	4	0.012048
0	5	0.040000
0	6	0.013514
0	7	0.016949
0	8	0.020408
0	9	0.015385
0	10	0.017544
0	11	0.035714
0	12	0.016949
0	13	0.016949
0	14	0.014706
0	15	0.021277
0	16	0.017544
0	17	0.020000
0	18	0.033333
0	19	0.006452
0	20	0.008000
0	21	0.008065
0	22	0.007299
0	23	0.007692
0	24	0.008772
0	25	0.008850
0	26	0.006757
0	27	0.008130
0	28	0.008065
0	29	0.009901
0	30	0.008772
0	31	0.008621
0	32	0.009804
0	33	0.010526
0	35	0.010753
0	36	0.015152
0	37	0.015152
0	38	0.011494
0	39	0.015873
0	40	0.012195
0	42	0.013699
0	43	0.016129
0	44	0.013699
0	45	0.012821
0	48	0.016129
0	49	0.015873
0	51	0.019231
0	54	0.016393
0	60	0.016949
0	63	0.021277
0	67	0.018182
0	68	0.019231
0	71	0.016667
0	73	0.018519
0	74	0.015152
0	76	0.016667
0	79	0.025000
0	81	0.018868
0	82	0.018519
0	84	0.028571
0	87	0.016949
0	88	0.018868
0	91	0.020000
0	97	0.025641
0	98	0.025000
0	102	0.022727
0	108	0.021739
0	112	0.026316
0	116	0.023256
0	120	0.029412
0	121	0.029412
0	129	0.032258
0	131	0.025000
0	132	0.022727
0	140	0.026316
0	142	0.034483
0	148	0.027778
0	157	0.027027
0	161	0.037037
0	162	0.037037
0	163	0.028571
0	164	0.037037
0	165	0.034483
0	168	0.037037
0	171	0.034483
0	174	0.027027
0	175	0.034483
0	179	0.032258
0	181	0.034483
0	183	0.040000
0	187	0.038462
0	190	0.035714
0	191	0.030303
0	193	0.028571
0	196	0.031250
0	197	0.034483
0	201	0.045455
0	203	0.031250
0	208	0.041667
0	212	0.035714
0	214	0.038462
0	222	0.045455
0	227	0.038462
0	232	0.041667
0	245	0.040000
0	246	0.032258
0	249	0.041667
0	262	0.040000
0	266	0.052632
0	268	0.045455
0	269	0.043478
0	272	0.041667
0	279	0.043478
0	290	0.043478
0	299	0.037037
0	304	0.055556
0	312	0.043478
0	320	0.047619
0	326	0.045455
0	330	0.040000
0	361	0.050000
0	362	0.047619
0	369	0.050000
0	384	0.055556
0	386	0.055556
0	390	0.055556
0	396	0.055556
0	414	0.055556
0	428	0.052632
0	449	0.055556
1	0	0.007752
1	19	0.006452
1	20	0.008000
1	21	0.008065
1	22	0.007299
1	23	0.007692
1	24	0.008772
1	25	0.008850
1	28	0.008065
1	30	0.008772
1	31	0.008621
1	32	0.009804
1	34	0.012048
1	35	0.010753
1	36	0.015152
