494	18050
0	1	0.015385
0	2	0.016949
0	3	0.018868
0	4	0.026316
0	5	0.026316
0	6	0.014706
0	7	0.011628
0	8	0.017857
0	9	0.017241
0	10	0.018868
0	11	0.012346
0	12	0.010989
0	13	0.013699
0	14	0.012500
0	15	0.014925
0	16	0.010989
0	17	0.017857
0	18	0.029412
0	19	0.017857
0	20	0.007519
0	21	0.006024
0	22	0.006711
0	23	0.007519
0	24	0.007194
0	25	0.007576
0	26	0.010417
0	28	0.006897
0	29	0.010309
0	30	0.008850
0	31	0.011494
0	32	0.007937
0	33	0.009009
0	35	0.009434
0	36	0.010638
0	38	0.011111
0	40	0.012658
0	42	0.013889
0	49	0.017544
0	52	0.020000
0	53	0.015625
0	54	0.020833
0	55	0.015625
0	56	0.012658
0	57	0.014085
0	58	0.016393
0	60	0.013699
0	64	0.014493
0	67	0.015385
0	68	0.020408
0	70	0.023810
0	74	0.022222
0	76	0.020408
0	77	0.018182
0	80	0.019608
0	81	0.014706
0	84	0.020408
0	85	0.016393
0	86	0.019231
0	88	0.018868
0	89	0.030303
0	90	0.019231
0	91	0.027778
0	94	0.027027
0	95	0.027778
0	96	0.023810
0	100	0.019608
0	107	0.033333
0	112	0.026316
0	116	0.021739
0	117	0.027027
0	120	0.025000
0	122	0.025000
0	123	0.020408
0	128	0.025641
0	129	0.026316
0	130	0.026316
0	132	0.034483
0	139	0.023810
0	146	0.029412
0	147	0.035714
0	148	0.031250
0	158	0.033333
0	160	0.030303
0	161	0.026316
0	164	0.024390
0	169	0.032258
0	171	0.025641
0	179	0.030303
0	183	0.032258
0	184	0.035714
0	191	0.029412
0	199	0.026316
0	201	0.030303
0	208	0.032258
0	214	0.041667
0	215	0.038462
0	237	0.038462
0	250	0.029412
0	253	0.029412
0	257	0.031250
0	272	0.040000
0	279	0.045455
0	293	0.043478
0	296	0.043478
0	298	0.040000
0	299	0.037037
0	310	0.041667
0	313	0.033333
0	317	0.038462
0	321	0.050000
0	330	0.047619
0	331	0.041667
0	334	0.052632
0	336	0.037037
0	337	0.043478
0	346	0.040000
0	348	0.043478
0	352	0.050000
0	358	0.041667
0	359	0.040000
0	371	0.052632
0	372	0.041667
