130	1238
0	5	0.033333
0	6	0.021277
0	7	0.028571
0	9	0.040000
0	13	0.055556
0	14	0.040000
0	15	0.083333
0	17	0.076923
0	19	0.166667
0	20	0.083333
0	24	0.090909
0	25	0.166667
0	27	0.066667
0	31	0.142857
0	32	0.083333
0	44	0.055556
0	45	0.142857
0	46	0.166667
0	47	0.100000
0	52	0.142857
0	58	0.100000
0	66	0.142857
0	72	0.166667
0	74	0.200000
0	75	0.125000
0	81	0.142857
0	82	0.166667
0	83	0.125000
0	84	0.200000
0	99	0.166667
0	101	0.200000
0	103	0.200000
0	108	0.166667
0	112	0.200000
0	114	0.200000
0	117	0.200000
0	129	0.200000
1	5	0.033333
1	6	0.021277
1	7	0.028571
1	8	0.043478
1	9	0.040000
1	10	0.043478
1	18	0.076923
1	22	0.071429
1	26	0.076923
1	45	0.142857
1	54	0.100000
1	56	0.166667
1	69	0.166667
1	80	0.100000
1	81	0.142857
1	87	0.166667
1	96	0.125000
1	109	0.200000
1	121	0.200000
2	5	0.033333
2	7	0.028571
2	8	0.043478
2	16	0.041667
2	17	0.076923
2	20	0.083333
2	23	0.090909
2	46	0.166667
2	85	0.142857
3	5	0.033333
3	6	0.021277
3	8	0.043478
3	10	0.043478
3	11	0.055556
3	14	0.040000
3	17	0.076923
3	20	0.083333
3	22	0.071429
3	29	0.100000
3	33	0.076923
3	37	0.100000
3	53	0.142857
3	57	0.142857
3	69	0.166667
3	85	0.142857
3	90	0.166667
3	93	0.142857
3	102	0.200000
3	103	0.200000
3	106	0.166667
3	109	0.200000
3	112	0.200000
3	114	0.200000
3	121	0.200000
3	122	0.200000
4	5	0.033333
4	6	0.021277
4	7	0.028571
4	8	0.043478
4	9	0.040000
4	10	0.043478
4	11	0.055556
4	12	0.111111
4	14	0.040000
4	16	0.041667
4	19	0.166667
4	22	0.071429
4	23	0.090909
4	25	0.166667
4	29	0.100000
4	30	0.058824
4	32	0.083333
4	33	0.076923
4	34	0.090909
4	40	0.142857
4	42	0.200000
4	45	0.142857
4	48	0.111111
4	51	0.142857
4	54	0.100000
4	63	0.166667
4	65	0.200000
4	68	0.142857
4	73	0.166667
4	77	0.166667
4	82	0.166667
4	88	0.166667
4	89	0.200000
4	94	0.200000
4	97	0.166667
4	100	0.166667
4	116	0.166667
4	119	0.200000
4	121	0.200000
4	125	0.200000
5	0	0.027027
5	1	0.052632
5	2	0.111111
5	3	0.038462
5	4	0.025000
5	6	0.021277
5	11	0.055556
5	13	0.055556
5	15	0.083333
5	17	0.076923
5	25	0.166667
5	26	0.076923
5	29	0.100000
5	36	0.166667
5	43	0.125000
5	46	0.166667
5	53	0.142857
5	57	0.142857
5	58	0.100000
5	60	0.166667
5	61	0.200000
5	70	0.200000
5	82	0.166667
5	93	0.142857
5	95	0.200000
5	101	0.200000
5	112	0.200000
5	119	0.200000
5	120	0.200000
5	122	0.200000
6	0	0.027027
