121	936
0	4	0.029412
0	5	0.033333
0	11	0.055556
0	18	0.111111
0	20	0.100000
0	27	0.142857
0	30	0.125000
0	31	0.100000
0	37	0.166667
0	43	0.200000
0	50	0.200000
0	51	0.200000
0	52	0.142857
0	54	0.200000
0	59	0.200000
0	61	0.166667
0	62	0.200000
0	79	0.200000
0	90	0.200000
0	92	0.200000
0	109	0.250000
0	114	0.200000
1	4	0.029412
1	6	0.050000
1	7	0.052632
1	8	0.062500
1	10	0.100000
1	11	0.055556
1	14	0.111111
1	15	0.083333
1	20	0.100000
1	25	0.111111
1	26	0.125000
1	29	0.250000
1	30	0.125000
1	32	0.166667
1	36	0.125000
1	38	0.111111
1	39	0.250000
1	41	0.111111
1	44	0.200000
1	57	0.166667
1	61	0.166667
1	63	0.200000
1	65	0.166667
1	67	0.200000
1	68	0.200000
1	71	0.200000
1	80	0.200000
1	82	0.200000
1	83	0.142857
1	85	0.200000
1	94	0.250000
1	98	0.200000
1	100	0.250000
1	101	0.250000
1	107	0.250000
1	115	0.250000
2	4	0.029412
2	5	0.033333
2	7	0.052632
2	9	0.032258
2	11	0.055556
2	12	0.142857
2	13	0.058824
2	18	0.111111
2	21	0.083333
2	23	0.125000
2	31	0.100000
2	46	0.142857
2	57	0.166667
2	85	0.200000
2	99	0.250000
2	101	0.250000
2	107	0.250000
3	4	0.029412
3	5	0.033333
3	6	0.050000
3	7	0.052632
3	8	0.062500
3	9	0.032258
3	28	0.200000
3	31	0.100000
3	38	0.111111
3	45	0.166667
3	59	0.200000
3	67	0.200000
3	70	0.250000
3	88	0.166667
3	93	0.250000
4	0	0.045455
4	1	0.027778
4	2	0.058824
4	3	0.066667
4	5	0.033333
4	6	0.050000
4	7	0.052632
4	8	0.062500
4	9	0.032258
4	11	0.055556
4	13	0.058824
4	14	0.111111
4	15	0.083333
4	16	0.041667
4	19	0.062500
4	24	0.166667
4	25	0.111111
4	26	0.125000
4	27	0.142857
4	33	0.100000
4	35	0.166667
4	45	0.166667
4	48	0.200000
4	53	0.142857
4	55	0.250000
4	61	0.166667
4	72	0.200000
4	88	0.166667
4	94	0.250000
4	99	0.250000
4	103	0.250000
4	108	0.250000
4	112	0.200000
4	120	0.250000
5	0	0.045455
5	2	0.058824
5	3	0.066667
5	4	0.029412
5	6	0.050000
5	10	0.100000
5	12	0.142857
5	16	0.041667
5	18	0.111111
5	19	0.062500
5	21	0.083333
5	22	0.100000
5	26	0.125000
5	28	0.200000
5	32	0.166667
5	33	0.100000
5	45	0.166667
5	49	0.166667
5	58	0.166667
5	60	0.142857
5	63	0.200000
5	69	0.200000
5	71	0.200000
5	72	0.200000
5	98	0.200000
5	105	0.200000
5	110	0.250000
5	112	0.200000
5	113	0.250000
5	118	0.250000
6	1	0.027778
6	3	0.066667
6	4	0.029412
6	5	0.033333
6	8	0.062500
6	10	0.100000
6	12	0.142857
6	25	0.111111
6	35	0.166667
6	36	0.125000
6	37	0.166667
6	38	0.111111
6	74	0.250000
6	76	0.250000
6	77	0.250000
6	79	0.200000
6	86	0.250000
6	89	0.250000
6	101	0.250000
6	111	0.250000
7	1	0.027778
7	2	0.058824
7	3	0.066667
7	4	0.029412
7	9	0.032258
7	12	0.142857
7	14	0.111111
7	15	0.083333
7	17	0.083333
7	18	0.111111
7	20	0.100000
7	23	0.125000
7	24	0.166667
7	26	0.125000
7	27	0.142857
7	34	0.111111
7	44	0.200000
7	67	0.200000
7	92	0.200000
8	1	0.027778
8	3	0.066667
8	4	0.029412
8	6	0.050000
8	10	0.100000
8	24	0.166667
8	33	0.100000
8	34	0.111111
8	48	0.200000
8	49	0.166667
8	71	0.200000
8	78	0.250000
8	89	0.250000
8	91	0.200000
8	98	0.200000
8	102	0.250000
9	2	0.058824
9	3	0.066667
9	4	0.029412
9	7	0.052632
9	13	0.058824
9	17	0.083333
9	27	0.142857
9	28	0.200000
9	31	0.100000
9	32	0.166667
9	33	0.100000
9	34	0.111111
9	39	0.250000
9	40	0.166667
9	42	0.200000
9	46	0.142857
9	47	0.100000
9	49	0.166667
9	52	0.142857
9	53	0.142857
9	59	0.200000
9	66	0.142857
9	78	0.250000
9	86	0.250000
9	92	0.200000
9	93	0.250000
9	95	0.250000
9	96	0.166667
9	106	0.200000
9	111	0.250000
9	116	0.200000
10	1	0.027778
10	5	0.033333
10	6	0.050000
10	8	0.062500
10	13	0.058824
10	20	0.100000
10	56	0.111111
10	78	0.250000
10	96	0.166667
10	111	0.250000
11	0	0.045455
11	1	0.027778
11	2	0.058824
11	4	0.029412
11	16	0.041667
11	22	0.100000
11	29	0.250000
11	30	0.125000
11	32	0.166667
11	35	0.166667
11	41	0.111111
11	50	0.200000
11	53	0.142857
11	57	0.166667
11	80	0.200000
11	81	0.166667
11	84	0.250000
11	110	0.250000
12	2	0.058824
12	5	0.033333
12	6	0.050000
12	7	0.052632
12	34	0.111111
12	40	0.166667
12	44	0.200000
13	2	0.058824
13	4	0.029412
13	9	0.032258
13	10	0.100000
13	14	0.111111
13	16	0.041667
13	17	0.083333
13	21	0.083333
13	22	0.100000
13	23	0.125000
13	43	0.200000
13	53	0.142857
13	73	0.200000
13	78	0.250000
13	97	0.250000
13	103	0.250000
13	112	0.200000
14	1	0.027778
14	4	0.029412
14	7	0.052632
14	13	0.058824
14	15	0.083333
14	51	0.200000
14	91	0.200000
14	100	0.250000
14	120	0.250000
15	1	0.027778
15	4	0.029412
15	7	0.052632
15	14	0.111111
15	19	0.062500
15	21	0.083333
15	52	0.142857
15	55	0.250000
15	74	0.250000
15	75	0.250000
15	88	0.166667
15	104	0.250000
16	4	0.029412
16	5	0.033333
16	11	0.055556
16	13	0.058824
16	17	0.083333
16	19	0.062500
16	23	0.125000
16	29	0.250000
16	30	0.125000
16	36	0.125000
16	42	0.200000
16	46	0.142857
16	58	0.166667
16	60	0.142857
16	63	0.200000
16	69	0.200000
16	81	0.166667
16	87	0.250000
16	93	0.250000
16	96	0.166667
16	103	0.250000
16	104	0.250000
16	105	0.200000
16	119	0.250000
17	7	0.052632
17	9	0.032258
17	13	0.058824
17	16	0.041667
17	42	0.200000
17	43	0.200000
17	64	0.250000
17	66	0.142857
17	75	0.250000
17	76	0.250000
17	95	0.250000
17	114	0.200000
18	0	0.045455
18	2	0.058824
18	5	0.033333
18	7	0.052632
18	22	0.100000
18	35	0.166667
18	40	0.166667
18	76	0.250000
18	84	0.250000
19	4	0.029412
19	5	0.033333
19	15	0.083333
19	16	0.041667
19	24	0.166667
19	29	0.250000
19	45	0.166667
19	48	0.200000
19	58	0.166667
19	60	0.142857
19	64	0.250000
19	65	0.166667
19	72	0.200000
19	75	0.250000
19	77	0.250000
19	111	0.250000
20	0	0.045455
20	1	0.027778
20	7	0.052632
20	10	0.100000
20	43	0.200000
20	55	0.250000
20	66	0.142857
20	90	0.200000
20	102	0.250000
20	119	0.250000
21	2	0.058824
21	5	0.033333
21	13	0.058824
21	15	0.083333
21	47	0.100000
21	64	0.250000
21	69	0.200000
21	74	0.250000
21	82	0.200000
21	87	0.250000
21	89	0.250000
21	118	0.250000
22	5	0.033333
22	11	0.055556
22	13	0.058824
22	18	0.111111
22	50	0.200000
22	54	0.200000
22	56	0.111111
22	84	0.250000
22	102	0.250000
22	103	0.250000
23	2	0.058824
23	7	0.052632
23	13	0.058824
23	16	0.041667
23	40	0.166667
23	62	0.200000
23	89	0.250000
23	100	0.250000
24	4	0.029412
24	7	0.052632
24	8	0.062500
24	19	0.062500
24	25	0.111111
24	99	0.250000
25	1	0.027778
25	4	0.029412
25	6	0.050000
25	24	0.166667
25	54	0.200000
25	80	0.200000
25	101	0.250000
25	107	0.250000
25	116	0.200000
26	1	0.027778
26	4	0.029412
26	5	0.033333
26	7	0.052632
26	37	0.166667
26	47	0.100000
26	70	0.250000
26	83	0.142857
27	0	0.045455
27	4	0.029412
27	7	0.052632
27	9	0.032258
27	28	0.200000
27	50	0.200000
27	104	0.250000
28	3	0.066667
28	5	0.033333
28	9	0.032258
28	27	0.142857
28	71	0.200000
29	1	0.027778
29	11	0.055556
29	16	0.041667
29	19	0.062500
30	0	0.045455
30	1	0.027778
30	11	0.055556
30	16	0.041667
30	41	0.111111
30	42	0.200000
30	51	0.200000
30	62	0.200000
31	0	0.045455
31	2	0.058824
31	3	0.066667
31	9	0.032258
31	65	0.166667
