144	1380
0	5	0.023810
0	6	0.041667
0	7	0.024390
0	10	0.034483
0	23	0.083333
0	39	0.166667
0	48	0.166667
0	51	0.166667
0	56	0.142857
0	63	0.142857
0	92	0.200000
0	98	0.125000
0	101	0.166667
0	105	0.125000
0	127	0.200000
0	140	0.200000
1	5	0.023810
1	6	0.041667
1	8	0.041667
1	9	0.045455
1	11	0.030303
1	18	0.076923
1	19	0.050000
1	21	0.125000
1	35	0.111111
1	36	0.125000
1	38	0.090909
1	43	0.200000
1	47	0.142857
1	56	0.142857
1	69	0.142857
1	77	0.166667
1	79	0.142857
1	92	0.200000
1	101	0.166667
1	103	0.166667
1	123	0.166667
1	128	0.166667
1	131	0.166667
1	132	0.200000
1	138	0.200000
2	5	0.023810
2	7	0.024390
2	10	0.034483
2	11	0.030303
2	13	0.052632
2	19	0.050000
2	20	0.125000
2	25	0.125000
2	28	0.090909
2	31	0.142857
2	38	0.090909
2	41	0.125000
2	43	0.200000
2	44	0.200000
2	48	0.166667
2	49	0.076923
2	59	0.111111
2	72	0.100000
2	73	0.166667
2	75	0.100000
2	82	0.111111
2	83	0.142857
2	85	0.166667
2	91	0.166667
2	110	0.166667
2	133	0.200000
2	137	0.200000
3	5	0.023810
3	6	0.041667
3	8	0.041667
3	9	0.045455
3	12	0.043478
3	15	0.038462
3	16	0.066667
3	18	0.076923
3	19	0.050000
3	28	0.090909
3	29	0.125000
3	32	0.090909
3	38	0.090909
3	52	0.090909
3	55	0.111111
3	63	0.142857
3	64	0.166667
3	66	0.142857
3	72	0.100000
3	74	0.166667
3	84	0.200000
3	97	0.142857
3	110	0.166667
3	116	0.200000
4	5	0.023810
4	6	0.041667
4	7	0.024390
4	8	0.041667
4	9	0.045455
4	10	0.034483
4	12	0.043478
4	15	0.038462
4	16	0.066667
4	21	0.125000
4	26	0.111111
4	36	0.125000
4	47	0.142857
4	55	0.111111
4	71	0.100000
4	75	0.100000
4	86	0.125000
4	87	0.200000
4	90	0.166667
4	94	0.166667
4	102	0.166667
4	113	0.200000
4	115	0.200000
4	126	0.200000
5	0	0.062500
5	1	0.040000
5	2	0.037037
5	3	0.041667
5	4	0.041667
5	6	0.041667
5	7	0.024390
5	8	0.041667
5	9	0.045455
5	11	0.030303
5	12	0.043478
5	13	0.052632
5	14	0.058824
5	16	0.066667
5	17	0.041667
5	18	0.076923
5	21	0.125000
5	22	0.083333
5	23	0.083333
5	24	0.100000
5	25	0.125000
5	29	0.125000
5	39	0.166667
5	42	0.058824
5	44	0.200000
5	46	0.166667
5	51	0.166667
5	53	0.142857
5	55	0.111111
5	64	0.166667
5	77	0.166667
5	82	0.111111
5	86	0.125000
5	87	0.200000
5	89	0.125000
5	96	0.200000
5	101	0.166667
5	104	0.111111
5	117	0.142857
5	120	0.142857
5	128	0.166667
5	133	0.200000
6	0	0.062500
6	1	0.040000
6	3	0.041667
6	4	0.041667
6	5	0.023810
6	15	0.038462
6	16	0.066667
6	23	0.083333
6	25	0.125000
6	29	0.125000
6	34	0.058824
6	35	0.111111
6	38	0.090909
6	64	0.166667
6	76	0.142857
6	79	0.142857
6	81	0.200000
6	94	0.166667
6	97	0.142857
6	105	0.125000
6	123	0.166667
6	131	0.166667
6	138	0.200000
6	140	0.200000
7	0	0.062500
7	2	0.037037
7	4	0.041667
7	5	0.023810
7	8	0.041667
7	9	0.045455
7	10	0.034483
7	11	0.030303
7	13	0.052632
7	14	0.058824
7	15	0.038462
7	18	0.076923
7	22	0.083333
7	23	0.083333
7	27	0.071429
7	30	0.125000
7	37	0.083333
7	39	0.166667
7	40	0.055556
7	55	0.111111
7	59	0.111111
7	61	0.111111
7	68	0.125000
7	70	0.142857
7	76	0.142857
7	79	0.142857
7	80	0.166667
7	81	0.200000
7	84	0.200000
7	85	0.166667
7	89	0.125000
7	95	0.166667
7	96	0.200000
7	100	0.200000
7	104	0.111111
7	109	0.200000
7	111	0.166667
7	118	0.200000
7	127	0.200000
7	128	0.166667
7	134	0.142857
8	1	0.040000
8	3	0.041667
8	4	0.041667
8	5	0.023810
8	7	0.024390
8	10	0.034483
8	12	0.043478
8	14	0.058824
8	26	0.111111
8	28	0.090909
8	29	0.125000
8	48	0.166667
8	52	0.090909
8	70	0.142857
8	71	0.100000
8	73	0.166667
8	75	0.100000
8	78	0.125000
8	80	0.166667
8	88	0.166667
8	90	0.166667
8	92	0.200000
8	98	0.125000
8	139	0.200000
9	1	0.040000
9	3	0.041667
9	4	0.041667
9	5	0.023810
9	7	0.024390
9	17	0.041667
9	18	0.076923
9	19	0.050000
9	23	0.083333
9	28	0.090909
9	32	0.090909
9	34	0.058824
9	42	0.058824
9	54	0.166667
9	56	0.142857
9	59	0.111111
9	78	0.125000
9	99	0.200000
9	110	0.166667
9	120	0.142857
9	137	0.200000
9	142	0.200000
10	0	0.062500
10	2	0.037037
10	4	0.041667
10	7	0.024390
10	8	0.041667
10	11	0.030303
10	12	0.043478
10	14	0.058824
10	20	0.125000
10	21	0.125000
10	26	0.111111
10	27	0.071429
10	32	0.090909
10	35	0.111111
10	36	0.125000
10	37	0.083333
10	39	0.166667
10	40	0.055556
10	45	0.083333
10	48	0.166667
10	49	0.076923
10	53	0.142857
10	88	0.166667
10	101	0.166667
10	104	0.111111
10	106	0.200000
10	118	0.200000
10	127	0.200000
10	139	0.200000
11	1	0.040000
11	2	0.037037
11	5	0.023810
11	7	0.024390
11	10	0.034483
11	13	0.052632
11	14	0.058824
11	17	0.041667
11	20	0.125000
11	22	0.083333
11	25	0.125000
11	27	0.071429
11	32	0.090909
11	35	0.111111
11	36	0.125000
11	39	0.166667
11	41	0.125000
11	47	0.142857
11	54	0.166667
11	57	0.166667
11	58	0.166667
11	67	0.142857
11	93	0.142857
11	95	0.166667
11	99	0.200000
11	106	0.200000
11	109	0.200000
11	123	0.166667
11	124	0.200000
11	132	0.200000
11	133	0.200000
11	134	0.142857
11	136	0.200000
12	3	0.041667
12	4	0.041667
12	5	0.023810
12	8	0.041667
12	10	0.034483
12	13	0.052632
12	20	0.125000
12	27	0.071429
12	30	0.125000
12	41	0.125000
12	47	0.142857
12	48	0.166667
12	50	0.166667
12	51	0.166667
12	85	0.166667
12	94	0.166667
12	98	0.125000
12	100	0.200000
12	111	0.166667
12	114	0.200000
12	115	0.200000
12	122	0.200000
12	135	0.200000
13	2	0.037037
13	5	0.023810
13	7	0.024390
13	11	0.030303
13	12	0.043478
13	15	0.038462
13	17	0.041667
13	24	0.100000
13	30	0.125000
13	37	0.083333
13	41	0.125000
13	50	0.166667
13	57	0.166667
13	65	0.142857
13	76	0.142857
13	99	0.200000
13	119	0.142857
13	133	0.200000
13	139	0.200000
14	5	0.023810
14	7	0.024390
14	8	0.041667
14	10	0.034483
14	11	0.030303
14	17	0.041667
14	24	0.100000
14	26	0.111111
14	27	0.071429
14	31	0.142857
14	41	0.125000
14	42	0.058824
14	46	0.166667
14	54	0.166667
14	60	0.125000
14	78	0.125000
14	105	0.125000
15	3	0.041667
15	4	0.041667
15	6	0.041667
15	7	0.024390
15	13	0.052632
15	16	0.066667
15	22	0.083333
15	28	0.090909
15	30	0.125000
15	32	0.090909
15	43	0.200000
15	56	0.142857
15	61	0.111111
15	67	0.142857
15	68	0.125000
15	69	0.142857
15	71	0.100000
15	72	0.100000
15	73	0.166667
15	86	0.125000
15	90	0.166667
15	91	0.166667
15	102	0.166667
15	107	0.166667
15	109	0.200000
15	130	0.142857
16	3	0.041667
16	4	0.041667
16	5	0.023810
16	6	0.041667
16	15	0.038462
16	24	0.100000
16	34	0.058824
16	46	0.166667
16	47	0.142857
16	50	0.166667
16	74	0.166667
16	83	0.142857
16	96	0.200000
16	112	0.200000
16	118	0.200000
17	5	0.023810
17	9	0.045455
17	11	0.030303
17	13	0.052632
17	14	0.058824
17	20	0.125000
17	22	0.083333
17	35	0.111111
17	50	0.166667
17	53	0.142857
17	67	0.142857
17	69	0.142857
17	72	0.100000
17	77	0.166667
17	81	0.200000
17	85	0.166667
17	99	0.200000
17	109	0.200000
17	112	0.200000
17	121	0.200000
17	126	0.200000
17	129	0.200000
17	142	0.200000
17	143	0.200000
18	1	0.040000
18	3	0.041667
18	5	0.023810
18	7	0.024390
18	9	0.045455
18	19	0.050000
18	21	0.125000
18	30	0.125000
18	37	0.083333
18	60	0.125000
18	61	0.111111
18	65	0.142857
18	68	0.125000
19	1	0.040000
19	2	0.037037
19	3	0.041667
19	9	0.045455
19	18	0.076923
19	24	0.100000
19	25	0.125000
19	29	0.125000
19	31	0.142857
19	34	0.058824
19	36	0.125000
19	40	0.055556
19	46	0.166667
19	56	0.142857
19	58	0.166667
19	107	0.166667
19	114	0.200000
19	128	0.166667
19	134	0.142857
19	136	0.200000
20	2	0.037037
20	10	0.034483
20	11	0.030303
20	12	0.043478
20	17	0.041667
20	67	0.142857
20	70	0.142857
20	104	0.111111
21	1	0.040000
21	4	0.041667
21	5	0.023810
21	10	0.034483
21	18	0.076923
21	108	0.166667
21	112	0.200000
21	125	0.166667
22	5	0.023810
22	7	0.024390
22	11	0.030303
22	15	0.038462
22	17	0.041667
22	31	0.142857
22	59	0.111111
22	62	0.166667
22	64	0.166667
22	67	0.142857
22	103	0.166667
22	120	0.142857
23	0	0.062500
23	5	0.023810
23	6	0.041667
23	7	0.024390
23	9	0.045455
23	40	0.055556
23	62	0.166667
23	63	0.142857
23	81	0.200000
23	84	0.200000
23	93	0.142857
23	113	0.200000
24	5	0.023810
24	13	0.052632
24	14	0.058824
24	16	0.066667
24	19	0.050000
24	33	0.100000
24	44	0.200000
24	54	0.166667
24	115	0.200000
24	135	0.200000
25	2	0.037037
25	5	0.023810
25	6	0.041667
25	11	0.030303
25	19	0.050000
25	31	0.142857
25	33	0.100000
25	34	0.058824
26	4	0.041667
26	8	0.041667
26	10	0.034483
26	14	0.058824
26	33	0.100000
26	37	0.083333
26	65	0.142857
26	93	0.142857
26	107	0.166667
27	7	0.024390
27	10	0.034483
27	11	0.030303
27	12	0.043478
27	14	0.058824
27	33	0.100000
27	51	0.166667
27	62	0.166667
27	74	0.166667
27	76	0.142857
27	81	0.200000
27	83	0.142857
27	91	0.166667
27	124	0.200000
28	2	0.037037
28	3	0.041667
28	8	0.041667
28	9	0.045455
28	15	0.038462
28	42	0.058824
28	45	0.083333
28	69	0.142857
28	70	0.142857
28	77	0.166667
28	131	0.166667
29	3	0.041667
29	5	0.023810
29	6	0.041667
29	8	0.041667
29	19	0.050000
29	33	0.100000
29	57	0.166667
29	122	0.200000
30	7	0.024390
30	12	0.043478
30	13	0.052632
30	15	0.038462
30	18	0.076923
30	53	0.142857
30	89	0.125000
30	111	0.166667
31	2	0.037037
31	14	0.058824
31	19	0.050000
31	22	0.083333
31	25	0.125000
31	45	0.083333
31	120	0.142857
32	3	0.041667
32	9	0.045455
32	10	0.034483
32	11	0.030303
32	15	0.038462
32	43	0.200000
32	49	0.076923
32	60	0.125000
32	89	0.125000
32	100	0.200000
32	107	0.166667
33	24	0.100000
33	25	0.125000
33	26	0.111111
33	27	0.071429
33	29	0.125000
33	38	0.090909
33	55	0.111111
33	103	0.166667
33	105	0.125000
33	132	0.200000
34	6	0.041667
34	9	0.045455
34	16	0.066667
34	19	0.050000
34	25	0.125000
34	45	0.083333
34	46	0.166667
34	49	0.076923
34	63	0.142857
34	80	0.166667
34	82	0.111111
34	84	0.200000
34	97	0.142857
34	108	0.166667
34	121	0.200000
34	125	0.166667
34	141	0.200000
35	1	0.040000
35	6	0.041667
35	10	0.034483
35	11	0.030303
35	17	0.041667
35	43	0.200000
35	52	0.090909
35	78	0.125000
35	131	0.166667
36	1	0.040000
36	4	0.041667
36	10	0.034483
36	11	0.030303
36	19	0.050000
36	51	0.166667
36	68	0.125000
36	95	0.166667
37	7	0.024390
37	10	0.034483
37	13	0.052632
37	18	0.076923
37	26	0.111111
37	44	0.200000
37	57	0.166667
37	65	0.142857
37	73	0.166667
37	82	0.111111
37	84	0.200000
37	88	0.166667
38	1	0.040000
38	2	0.037037
38	3	0.041667
38	6	0.041667
38	33	0.100000
38	40	0.055556
38	52	0.090909
38	118	0.200000
38	123	0.166667
38	125	0.166667
38	142	0.200000
39	0	0.062500
39	5	0.023810
39	7	0.024390
39	10	0.034483
39	11	0.030303
39	65	0.142857
40	7	0.024390
40	10	0.034483
40	19	0.050000
40	23	0.083333
40	38	0.090909
40	42	0.058824
40	50	0.166667
40	53	0.142857
40	58	0.166667
40	64	0.166667
40	66	0.142857
40	86	0.125000
40	89	0.125000
40	92	0.200000
40	93	0.142857
40	100	0.200000
40	141	0.200000
40	143	0.200000
