127	1220
0	1	0.111111
0	2	0.076923
0	3	0.066667
0	4	0.043478
0	5	0.055556
0	6	0.026316
0	7	0.027778
0	8	0.038462
0	9	0.058824
0	12	0.047619
0	13	0.047619
0	14	0.062500
0	17	0.071429
0	19	0.083333
0	24	0.076923
0	25	0.083333
0	27	0.166667
0	28	0.066667
0	34	0.142857
0	35	0.090909
0	37	0.100000
0	39	0.083333
0	46	0.090909
0	49	0.142857
0	52	0.111111
0	54	0.125000
0	58	0.142857
0	62	0.090909
0	63	0.125000
0	72	0.100000
0	75	0.166667
0	78	0.166667
0	81	0.142857
0	84	0.166667
0	86	0.166667
0	89	0.166667
0	90	0.166667
0	96	0.200000
0	111	0.166667
0	124	0.200000
1	0	0.025000
1	6	0.026316
1	9	0.058824
1	17	0.071429
1	30	0.076923
1	40	0.062500
1	41	0.125000
1	55	0.100000
1	116	0.166667
2	0	0.025000
2	6	0.026316
2	7	0.027778
2	8	0.038462
2	9	0.058824
2	11	0.047619
2	31	0.090909
2	38	0.090909
2	77	0.142857
2	78	0.166667
2	91	0.166667
2	92	0.142857
2	123	0.200000
3	0	0.025000
3	8	0.038462
3	13	0.047619
3	14	0.062500
3	20	0.090909
3	21	0.083333
3	29	0.090909
3	35	0.090909
3	64	0.125000
3	67	0.125000
3	69	0.142857
3	83	0.142857
3	86	0.166667
3	88	0.166667
3	110	0.200000
4	0	0.025000
4	6	0.026316
4	7	0.027778
4	8	0.038462
4	10	0.062500
4	11	0.047619
4	12	0.047619
4	16	0.043478
4	18	0.111111
4	23	0.076923
4	36	0.066667
4	46	0.090909
4	47	0.111111
4	51	0.125000
4	52	0.111111
4	56	0.111111
4	74	0.142857
4	79	0.166667
4	80	0.200000
4	98	0.142857
4	105	0.200000
4	115	0.166667
4	126	0.200000
5	0	0.025000
5	6	0.026316
5	7	0.027778
5	9	0.058824
5	10	0.062500
5	11	0.047619
5	20	0.090909
5	21	0.083333
5	22	0.090909
5	29	0.090909
5	31	0.090909
5	40	0.062500
5	56	0.111111
5	59	0.125000
5	64	0.125000
5	65	0.200000
5	113	0.166667
5	114	0.200000
6	0	0.025000
6	1	0.111111
6	2	0.076923
6	4	0.043478
6	5	0.055556
6	7	0.027778
6	8	0.038462
6	9	0.058824
6	10	0.062500
6	11	0.047619
6	12	0.047619
6	14	0.062500
6	15	0.083333
6	16	0.043478
6	19	0.083333
6	22	0.090909
6	25	0.083333
6	28	0.066667
6	29	0.090909
6	30	0.076923
6	36	0.066667
6	41	0.125000
6	42	0.125000
6	47	0.111111
6	50	0.142857
6	58	0.142857
6	59	0.125000
6	60	0.200000
6	62	0.090909
6	74	0.142857
6	85	0.125000
6	92	0.142857
6	93	0.166667
6	99	0.166667
6	106	0.200000
6	107	0.200000
6	112	0.166667
6	114	0.200000
7	0	0.025000
7	2	0.076923
7	4	0.043478
7	5	0.055556
7	6	0.026316
7	11	0.047619
7	13	0.047619
7	15	0.083333
7	16	0.043478
7	19	0.083333
7	20	0.090909
7	21	0.083333
7	22	0.090909
7	23	0.076923
7	24	0.076923
7	27	0.166667
7	29	0.090909
7	33	0.200000
7	34	0.142857
7	35	0.090909
7	43	0.200000
7	45	0.125000
7	46	0.090909
7	49	0.142857
7	57	0.166667
7	61	0.142857
7	68	0.166667
7	73	0.142857
7	74	0.142857
7	80	0.200000
7	82	0.142857
7	85	0.125000
7	106	0.200000
7	113	0.166667
7	115	0.166667
7	119	0.200000
8	0	0.025000
8	2	0.076923
8	3	0.066667
8	4	0.043478
8	6	0.026316
8	10	0.062500
8	12	0.047619
8	13	0.047619
8	14	0.062500
8	15	0.083333
8	24	0.076923
8	25	0.083333
8	31	0.090909
8	42	0.125000
8	47	0.111111
8	50	0.142857
8	54	0.125000
8	58	0.142857
8	60	0.200000
8	61	0.142857
8	75	0.166667
8	76	0.166667
8	77	0.142857
8	100	0.125000
8	113	0.166667
8	117	0.200000
9	0	0.025000
9	1	0.111111
9	2	0.076923
9	5	0.055556
9	6	0.026316
9	10	0.062500
9	14	0.062500
9	17	0.071429
9	39	0.083333
9	45	0.125000
9	55	0.100000
9	61	0.142857
9	70	0.125000
9	87	0.111111
9	94	0.200000
9	125	0.200000
9	126	0.200000
10	4	0.043478
10	5	0.055556
10	6	0.026316
10	8	0.038462
10	9	0.058824
10	12	0.047619
10	17	0.071429
10	23	0.076923
10	27	0.166667
10	28	0.066667
10	60	0.200000
10	71	0.111111
10	101	0.125000
10	102	0.200000
10	111	0.166667
10	112	0.166667
11	2	0.076923
11	4	0.043478
11	5	0.055556
11	6	0.026316
11	7	0.027778
11	16	0.043478
11	18	0.111111
11	24	0.076923
11	28	0.066667
11	32	0.076923
11	36	0.066667
11	38	0.090909
11	46	0.090909
11	73	0.142857
11	82	0.142857
11	87	0.111111
11	88	0.166667
11	90	0.166667
11	108	0.200000
11	114	0.200000
11	115	0.166667
12	0	0.025000
12	4	0.043478
12	6	0.026316
12	8	0.038462
12	10	0.062500
12	13	0.047619
12	17	0.071429
12	18	0.111111
12	20	0.090909
12	22	0.090909
12	23	0.076923
12	25	0.083333
12	26	0.058824
12	31	0.090909
12	34	0.142857
12	38	0.090909
12	41	0.125000
12	63	0.125000
12	66	0.166667
12	95	0.142857
12	125	0.200000
13	0	0.025000
13	3	0.066667
13	7	0.027778
13	8	0.038462
13	12	0.047619
13	15	0.083333
13	16	0.043478
13	19	0.083333
13	32	0.076923
13	37	0.100000
13	38	0.090909
13	43	0.200000
13	44	0.125000
13	45	0.125000
13	48	0.066667
13	52	0.111111
13	56	0.111111
13	61	0.142857
13	65	0.200000
13	98	0.142857
13	103	0.166667
14	0	0.025000
14	3	0.066667
14	6	0.026316
14	8	0.038462
14	9	0.058824
14	15	0.083333
14	19	0.083333
14	26	0.058824
14	34	0.142857
