303	6944
0	12	0.011364
0	13	0.010309
0	14	0.010753
0	17	0.013158
0	18	0.010870
0	19	0.022727
0	20	0.019231
0	23	0.014085
0	30	0.032258
0	37	0.017544
0	38	0.018519
0	40	0.038462
0	46	0.025000
0	51	0.026316
0	52	0.032258
0	54	0.052632
0	57	0.050000
0	64	0.029412
0	65	0.030303
0	71	0.025641
0	79	0.027027
0	83	0.040000
0	87	0.050000
0	121	0.047619
0	155	0.062500
0	164	0.058824
0	183	0.083333
0	229	0.066667
0	242	0.076923
0	246	0.083333
0	255	0.076923
0	261	0.071429
0	300	0.083333
1	12	0.011364
1	13	0.010309
1	14	0.010753
1	15	0.011236
1	16	0.013333
1	17	0.013158
1	20	0.019231
1	22	0.017241
1	25	0.025000
1	28	0.033333
1	29	0.031250
1	32	0.033333
1	41	0.028571
1	42	0.016129
1	53	0.033333
1	58	0.043478
1	60	0.040000
1	66	0.030303
1	75	0.027027
1	77	0.033333
1	90	0.043478
1	97	0.052632
1	100	0.041667
1	101	0.038462
1	103	0.037037
1	108	0.055556
1	110	0.037037
1	112	0.055556
1	124	0.062500
1	144	0.050000
1	176	0.058824
1	182	0.071429
1	185	0.071429
1	187	0.062500
1	196	0.083333
1	233	0.071429
1	237	0.062500
1	260	0.076923
1	278	0.071429
1	295	0.083333
2	12	0.011364
2	13	0.010309
2	14	0.010753
2	15	0.011236
2	17	0.013158
2	19	0.022727
2	21	0.017857
2	23	0.014085
2	24	0.019608
2	25	0.025000
2	26	0.024390
2	27	0.026316
2	28	0.033333
2	37	0.017544
2	38	0.018519
2	41	0.028571
2	44	0.031250
2	46	0.025000
2	47	0.030303
2	51	0.026316
2	52	0.032258
2	53	0.033333
2	58	0.043478
2	59	0.047619
2	65	0.030303
2	69	0.047619
2	81	0.038462
2	84	0.037037
2	87	0.050000
2	88	0.038462
2	90	0.043478
2	91	0.045455
2	93	0.050000
2	94	0.066667
2	104	0.045455
2	107	0.047619
2	113	0.037037
2	117	0.055556
2	120	0.055556
2	123	0.058824
2	133	0.052632
2	134	0.047619
2	138	0.055556
2	140	0.055556
2	144	0.050000
2	145	0.050000
2	151	0.050000
2	159	0.071429
2	160	0.052632
2	164	0.058824
2	173	0.071429
2	177	0.062500
2	181	0.066667
2	189	0.083333
2	190	0.083333
2	196	0.083333
2	218	0.083333
2	250	0.066667
2	252	0.076923
2	255	0.076923
2	259	0.083333
2	264	0.076923
2	290	0.083333
2	291	0.083333
2	299	0.083333
3	12	0.011364
3	13	0.010309
3	14	0.010753
3	16	0.013333
3	19	0.022727
3	21	0.017857
3	22	0.017241
3	38	0.018519
3	54	0.052632
3	65	0.030303
3	86	0.058824
3	94	0.066667
3	107	0.047619
3	129	0.052632
3	130	0.037037
3	141	0.045455
3	148	0.058824
3	149	0.045455
3	157	0.076923
3	168	0.058824
3	169	0.050000
3	177	0.062500
3	194	0.062500
3	195	0.062500
3	205	0.062500
3	208	0.076923
3	225	0.066667
3	237	0.062500
3	249	0.090909
3	258	0.083333
3	280	0.083333
4	12	0.011364
4	13	0.010309
4	14	0.010753
4	15	0.011236
4	16	0.013333
4	17	0.013158
4	19	0.022727
4	21	0.017857
4	23	0.014085
4	25	0.025000
4	28	0.033333
4	30	0.032258
4	40	0.038462
4	42	0.016129
4	43	0.019608
4	47	0.030303
4	51	0.026316
4	52	0.032258
4	57	0.050000
4	63	0.062500
4	72	0.038462
4	75	0.027027
4	77	0.033333
4	78	0.040000
4	82	0.037037
4	83	0.040000
4	84	0.037037
4	90	0.043478
4	103	0.037037
4	138	0.055556
4	144	0.050000
4	161	0.041667
4	163	0.052632
4	167	0.058824
4	175	0.076923
4	187	0.062500
4	189	0.083333
4	202	0.058824
4	220	0.076923
4	224	0.066667
4	233	0.071429
4	235	0.083333
4	254	0.083333
4	261	0.071429
4	262	0.076923
4	265	0.066667
4	274	0.083333
4	292	0.083333
5	12	0.011364
5	15	0.011236
5	16	0.013333
5	18	0.010870
5	19	0.022727
5	20	0.019231
5	22	0.017241
5	23	0.014085
5	26	0.024390
5	33	0.012821
5	39	0.027027
5	41	0.028571
5	45	0.030303
5	47	0.030303
5	48	0.021739
5	49	0.030303
5	50	0.034483
5	51	0.026316
5	54	0.052632
5	56	0.041667
5	61	0.050000
5	68	0.037037
5	69	0.047619
5	70	0.034483
5	72	0.038462
5	77	0.033333
5	81	0.038462
5	84	0.037037
5	104	0.045455
5	106	0.066667
5	110	0.037037
5	113	0.037037
5	118	0.050000
5	119	0.043478
5	122	0.071429
5	127	0.055556
5	128	0.045455
5	130	0.037037
5	134	0.047619
5	143	0.055556
5	147	0.062500
5	150	0.058824
5	162	0.062500
5	179	0.062500
5	181	0.066667
5	198	0.071429
5	223	0.083333
5	241	0.066667
5	251	0.071429
5	256	0.083333
5	257	0.071429
5	265	0.066667
5	268	0.076923
5	273	0.083333
5	286	0.083333
5	290	0.083333
5	297	0.083333
6	12	0.011364
6	13	0.010309
6	14	0.010753
6	15	0.011236
6	16	0.013333
6	17	0.013158
6	23	0.014085
6	28	0.033333
6	29	0.031250
6	32	0.033333
6	37	0.017544
6	42	0.016129
6	52	0.032258
6	55	0.043478
6	58	0.043478
6	59	0.047619
6	66	0.030303
6	68	0.037037
6	71	0.025641
6	74	0.035714
6	82	0.037037
6	87	0.050000
6	89	0.038462
6	98	0.047619
6	102	0.043478
6	125	0.052632
6	126	0.062500
6	140	0.055556
6	141	0.045455
6	144	0.050000
6	145	0.050000
6	152	0.045455
6	171	0.055556
6	175	0.076923
6	184	0.058824
6	195	0.062500
6	196	0.083333
6	207	0.066667
6	210	0.066667
6	212	0.071429
6	226	0.076923
6	245	0.083333
6	247	0.083333
6	258	0.083333
6	275	0.076923
6	276	0.083333
6	285	0.076923
7	12	0.011364
7	13	0.010309
