103	790
0	4	0.037037
0	5	0.034483
0	8	0.052632
0	21	0.166667
0	25	0.076923
0	29	0.142857
0	72	0.200000
0	91	0.250000
1	4	0.037037
1	11	0.083333
2	4	0.037037
2	5	0.034483
2	6	0.045455
2	7	0.111111
2	10	0.052632
2	12	0.083333
2	13	0.090909
2	27	0.125000
2	34	0.125000
2	35	0.250000
2	39	0.142857
2	40	0.125000
2	48	0.200000
2	52	0.100000
2	53	0.125000
2	56	0.200000
2	58	0.166667
2	60	0.166667
2	68	0.166667
2	75	0.250000
2	79	0.250000
2	80	0.250000
2	94	0.250000
2	99	0.250000
3	4	0.037037
3	5	0.034483
3	6	0.045455
3	7	0.111111
3	8	0.052632
3	12	0.083333
3	13	0.090909
3	14	0.125000
3	15	0.100000
3	16	0.142857
3	19	0.166667
3	21	0.166667
3	22	0.125000
3	31	0.142857
3	38	0.166667
3	46	0.250000
3	50	0.166667
3	60	0.166667
3	63	0.166667
3	68	0.166667
3	72	0.200000
3	73	0.250000
3	82	0.200000
3	83	0.200000
3	87	0.250000
4	0	0.125000
4	1	0.500000
4	2	0.041667
4	3	0.040000
4	5	0.034483
4	6	0.045455
4	7	0.111111
4	8	0.052632
4	9	0.029412
4	11	0.083333
4	14	0.125000
4	18	0.071429
4	19	0.166667
4	20	0.100000
4	28	0.090909
4	31	0.142857
4	32	0.200000
4	33	0.111111
4	35	0.250000
4	38	0.166667
4	43	0.166667
4	51	0.200000
4	59	0.250000
4	66	0.250000
4	73	0.250000
4	94	0.250000
4	97	0.250000
5	0	0.125000
5	2	0.041667
5	3	0.040000
5	4	0.037037
5	6	0.045455
5	8	0.052632
5	9	0.029412
5	10	0.052632
5	13	0.090909
5	14	0.125000
5	16	0.142857
5	17	0.076923
5	21	0.166667
5	24	0.142857
5	28	0.090909
5	30	0.200000
5	31	0.142857
5	36	0.111111
5	37	0.111111
5	38	0.166667
5	39	0.142857
5	51	0.200000
5	53	0.125000
5	56	0.200000
5	58	0.166667
5	65	0.166667
5	67	0.200000
5	82	0.200000
5	102	0.250000
6	2	0.041667
6	3	0.040000
6	4	0.037037
6	5	0.034483
6	9	0.029412
6	10	0.052632
6	19	0.166667
6	20	0.100000
6	21	0.166667
6	22	0.125000
6	24	0.142857
6	30	0.200000
6	40	0.125000
6	41	0.200000
6	47	0.142857
6	48	0.200000
6	64	0.200000
6	76	0.200000
6	89	0.250000
6	90	0.250000
6	95	0.250000
6	97	0.250000
7	2	0.041667
7	3	0.040000
7	4	0.037037
7	11	0.083333
7	12	0.083333
7	19	0.166667
7	32	0.200000
7	33	0.111111
7	42	0.166667
8	0	0.125000
8	3	0.040000
8	4	0.037037
8	5	0.034483
8	9	0.029412
8	14	0.125000
8	15	0.100000
8	17	0.076923
8	27	0.125000
8	36	0.111111
8	37	0.111111
8	39	0.142857
8	45	0.166667
8	67	0.200000
8	77	0.250000
8	84	0.250000
8	85	0.250000
8	88	0.250000
8	101	0.250000
9	4	0.037037
9	5	0.034483
9	6	0.045455
9	8	0.052632
9	10	0.052632
9	12	0.083333
9	15	0.100000
9	17	0.076923
9	18	0.071429
9	22	0.125000
9	23	0.111111
9	25	0.076923
9	26	0.200000
9	30	0.200000
9	32	0.200000
9	40	0.125000
9	41	0.200000
9	42	0.166667
9	44	0.142857
9	45	0.166667
9	50	0.166667
9	54	0.166667
9	58	0.166667
9	61	0.111111
9	63	0.166667
9	65	0.166667
9	75	0.250000
9	79	0.250000
9	86	0.200000
9	88	0.250000
9	91	0.250000
9	93	0.200000
9	98	0.200000
9	100	0.250000
10	2	0.041667
10	5	0.034483
10	6	0.045455
10	9	0.029412
10	11	0.083333
10	15	0.100000
10	22	0.125000
10	23	0.111111
10	29	0.142857
10	38	0.166667
10	46	0.250000
10	61	0.111111
10	62	0.250000
10	70	0.250000
10	76	0.200000
10	88	0.250000
10	89	0.250000
10	92	0.250000
10	93	0.200000
11	1	0.500000
11	4	0.037037
11	7	0.111111
11	10	0.052632
11	13	0.090909
11	24	0.142857
11	28	0.090909
11	33	0.111111
11	34	0.125000
11	39	0.142857
11	78	0.200000
11	93	0.200000
12	2	0.041667
12	3	0.040000
12	7	0.111111
12	9	0.029412
12	16	0.142857
12	17	0.076923
12	18	0.071429
12	20	0.100000
12	30	0.200000
12	32	0.200000
12	49	0.125000
12	52	0.100000
13	2	0.041667
13	3	0.040000
13	5	0.034483
13	11	0.083333
13	20	0.100000
13	34	0.125000
13	46	0.250000
13	49	0.125000
13	65	0.166667
13	78	0.200000
13	100	0.250000
14	3	0.040000
14	4	0.037037
14	5	0.034483
14	8	0.052632
14	27	0.125000
14	66	0.250000
14	94	0.250000
14	96	0.250000
15	3	0.040000
15	8	0.052632
15	9	0.029412
15	10	0.052632
15	16	0.142857
15	18	0.071429
15	25	0.076923
15	26	0.200000
15	47	0.142857
15	97	0.250000
16	3	0.040000
16	5	0.034483
16	12	0.083333
16	15	0.100000
16	24	0.142857
16	48	0.200000
16	81	0.250000
17	5	0.034483
17	8	0.052632
17	9	0.029412
17	12	0.083333
17	23	0.111111
17	26	0.200000
17	35	0.250000
17	50	0.166667
17	55	0.166667
17	77	0.250000
17	80	0.250000
17	95	0.250000
17	101	0.250000
18	4	0.037037
18	9	0.029412
18	12	0.083333
18	15	0.100000
18	26	0.200000
18	27	0.125000
18	28	0.090909
18	33	0.111111
18	40	0.125000
18	55	0.166667
18	57	0.125000
18	80	0.250000
18	81	0.250000
18	86	0.200000
19	3	0.040000
19	4	0.037037
19	6	0.045455
19	7	0.111111
19	23	0.111111
19	46	0.250000
20	4	0.037037
20	6	0.045455
20	12	0.083333
20	13	0.090909
20	31	0.142857
20	34	0.125000
20	41	0.200000
20	53	0.125000
20	59	0.250000
20	84	0.250000
21	0	0.125000
21	3	0.040000
21	5	0.034483
