120	928
0	1	0.047619
0	2	1.000000
0	3	0.142857
0	4	0.083333
0	5	0.024390
0	6	0.031250
0	7	0.033333
0	8	0.090909
0	9	0.052632
0	10	0.045455
0	11	0.100000
0	19	0.066667
0	21	0.125000
0	22	0.076923
0	26	0.100000
0	29	0.090909
0	33	0.166667
0	40	0.200000
0	41	0.200000
0	43	0.100000
0	52	0.250000
0	53	0.250000
0	54	0.200000
0	55	0.250000
0	64	0.166667
0	65	0.200000
0	67	0.250000
0	68	0.200000
0	74	0.166667
0	75	0.166667
0	76	0.250000
0	77	0.166667
0	89	0.200000
0	103	0.250000
0	112	0.250000
0	117	0.250000
0	119	0.250000
1	0	0.027027
1	5	0.024390
1	6	0.031250
1	13	0.166667
1	18	0.071429
1	21	0.125000
1	24	0.125000
1	25	0.200000
1	35	0.062500
1	39	0.200000
1	43	0.100000
1	51	0.125000
1	62	0.200000
1	69	0.200000
1	80	0.200000
1	87	0.200000
1	97	0.250000
1	114	0.250000
1	116	0.250000
1	117	0.250000
1	118	0.250000
2	0	0.027027
3	0	0.027027
3	5	0.024390
3	27	0.058824
3	39	0.200000
3	45	0.200000
3	63	0.166667
3	88	0.200000
4	0	0.027027
4	5	0.024390
4	6	0.031250
4	7	0.033333
4	8	0.090909
4	14	0.166667
4	28	0.125000
4	60	0.166667
4	65	0.200000
4	89	0.200000
4	109	0.250000
4	115	0.250000
5	0	0.027027
5	1	0.047619
5	3	0.142857
5	4	0.083333
5	6	0.031250
5	7	0.033333
5	9	0.052632
5	10	0.045455
5	11	0.100000
5	12	0.066667
5	13	0.166667
5	15	0.111111
5	16	0.071429
5	17	0.055556
5	18	0.071429
5	19	0.066667
5	20	0.166667
5	21	0.125000
5	22	0.076923
5	23	0.076923
5	24	0.125000
5	25	0.200000
5	30	0.100000
5	32	0.142857
5	36	0.111111
5	44	0.250000
5	49	0.166667
5	51	0.125000
5	53	0.250000
5	54	0.200000
5	55	0.250000
5	61	0.142857
5	81	0.200000
5	82	0.250000
5	83	0.200000
5	88	0.200000
5	91	0.200000
5	100	0.200000
5	104	0.200000
5	105	0.200000
5	108	0.250000
6	0	0.027027
6	1	0.047619
6	4	0.083333
6	5	0.024390
6	7	0.033333
6	8	0.090909
6	9	0.052632
6	12	0.066667
6	16	0.071429
6	21	0.125000
6	23	0.076923
6	26	0.100000
6	27	0.058824
6	28	0.125000
6	31	0.100000
6	36	0.111111
6	37	0.125000
6	38	0.083333
6	43	0.100000
6	46	0.090909
6	52	0.250000
6	63	0.166667
6	65	0.200000
6	66	0.250000
6	72	0.200000
6	81	0.200000
6	97	0.250000
6	98	0.250000
6	101	0.250000
6	103	0.250000
6	104	0.200000
6	109	0.250000
7	0	0.027027
7	4	0.083333
7	5	0.024390
7	6	0.031250
7	8	0.090909
7	9	0.052632
7	10	0.045455
7	11	0.100000
7	14	0.166667
7	15	0.111111
7	16	0.071429
7	18	0.071429
7	20	0.166667
7	22	0.076923
7	26	0.100000
7	30	0.100000
7	31	0.100000
7	32	0.142857
7	40	0.200000
7	58	0.250000
7	61	0.142857
7	64	0.166667
7	81	0.200000
7	89	0.200000
7	91	0.200000
7	96	0.250000
7	110	0.250000
7	113	0.250000
7	117	0.250000
7	119	0.250000
8	0	0.027027
8	4	0.083333
8	6	0.031250
8	7	0.033333
8	12	0.066667
8	14	0.166667
8	19	0.066667
8	25	0.200000
8	48	0.166667
8	58	0.250000
8	95	0.250000
9	0	0.027027
9	5	0.024390
9	6	0.031250
9	7	0.033333
9	10	0.045455
9	11	0.100000
9	12	0.066667
9	15	0.111111
9	16	0.071429
9	26	0.100000
9	33	0.166667
9	50	0.142857
9	56	0.200000
9	66	0.250000
9	69	0.200000
9	70	0.250000
9	82	0.250000
9	113	0.250000
9	118	0.250000
10	0	0.027027
10	5	0.024390
10	7	0.033333
10	9	0.052632
10	13	0.166667
10	14	0.166667
10	15	0.111111
10	17	0.055556
10	23	0.076923
10	31	0.100000
10	35	0.062500
10	38	0.083333
10	49	0.166667
10	50	0.142857
10	53	0.250000
10	70	0.250000
10	74	0.166667
10	75	0.166667
10	79	0.250000
10	111	0.250000
10	112	0.250000
10	115	0.250000
11	0	0.027027
11	5	0.024390
11	7	0.033333
11	9	0.052632
11	27	0.058824
11	48	0.166667
11	61	0.142857
11	94	0.200000
11	99	0.250000
11	101	0.250000
12	5	0.024390
12	6	0.031250
12	8	0.090909
12	9	0.052632
12	13	0.166667
12	17	0.055556
12	20	0.166667
12	47	0.166667
12	52	0.250000
12	67	0.250000
12	77	0.166667
12	83	0.200000
12	89	0.200000
12	111	0.250000
12	116	0.250000
13	1	0.047619
13	5	0.024390
13	10	0.045455
13	12	0.066667
13	18	0.071429
13	31	0.100000
14	4	0.083333
14	7	0.033333
14	8	0.090909
14	10	0.045455
14	72	0.200000
14	94	0.200000
15	5	0.024390
15	7	0.033333
15	9	0.052632
15	10	0.045455
15	17	0.055556
15	20	0.166667
15	49	0.166667
15	81	0.200000
15	93	0.250000
16	5	0.024390
16	6	0.031250
16	7	0.033333
16	9	0.052632
16	24	0.125000
16	33	0.166667
16	40	0.200000
16	45	0.200000
16	55	0.250000
16	56	0.200000
16	84	0.200000
16	97	0.250000
16	113	0.250000
16	119	0.250000
17	5	0.024390
17	10	0.045455
17	12	0.066667
17	15	0.111111
17	22	0.076923
17	27	0.058824
17	29	0.090909
17	34	0.125000
17	41	0.200000
17	47	0.166667
17	51	0.125000
17	57	0.200000
17	72	0.200000
17	73	0.200000
17	90	0.250000
17	93	0.250000
17	113	0.250000
17	118	0.250000
18	1	0.047619
18	5	0.024390
18	7	0.033333
18	13	0.166667
18	19	0.066667
18	24	0.125000
18	29	0.090909
18	34	0.125000
18	56	0.200000
18	62	0.200000
18	69	0.200000
18	79	0.250000
18	83	0.200000
18	102	0.200000
19	0	0.027027
19	5	0.024390
19	8	0.090909
19	18	0.071429
19	30	0.100000
19	33	0.166667
19	35	0.062500
19	41	0.200000
19	42	0.125000
19	68	0.200000
19	76	0.250000
19	85	0.166667
19	86	0.166667
19	90	0.250000
19	110	0.250000
20	5	0.024390
20	7	0.033333
20	12	0.066667
20	15	0.111111
20	53	0.250000
20	60	0.166667
21	0	0.027027
21	1	0.047619
21	5	0.024390
21	6	0.031250
21	25	0.200000
21	70	0.250000
21	85	0.166667
21	115	0.250000
22	0	0.027027
22	5	0.024390
22	7	0.033333
22	17	0.055556
22	23	0.076923
22	34	0.125000
22	46	0.090909
22	54	0.200000
22	62	0.200000
22	68	0.200000
22	75	0.166667
22	77	0.166667
22	88	0.200000
23	5	0.024390
23	6	0.031250
23	10	0.045455
23	22	0.076923
23	32	0.142857
23	35	0.062500
23	50	0.142857
23	59	0.166667
23	62	0.200000
23	78	0.250000
23	82	0.250000
23	111	0.250000
23	112	0.250000
24	1	0.047619
24	5	0.024390
24	16	0.071429
24	18	0.071429
24	30	0.100000
24	38	0.083333
24	71	0.166667
24	82	0.250000
25	1	0.047619
25	5	0.024390
25	8	0.090909
25	21	0.125000
25	36	0.111111
26	0	0.027027
26	6	0.031250
26	7	0.033333
26	9	0.052632
26	28	0.125000
26	34	0.125000
26	36	0.111111
26	42	0.125000
26	80	0.200000
26	111	0.250000
27	3	0.142857
27	6	0.031250
27	11	0.100000
27	17	0.055556
27	28	0.125000
27	29	0.090909
27	37	0.125000
27	39	0.200000
27	42	0.125000
27	44	0.250000
27	54	0.200000
27	59	0.166667
27	76	0.250000
27	77	0.166667
27	85	0.166667
27	108	0.250000
27	117	0.250000
28	4	0.083333
28	6	0.031250
28	26	0.100000
28	27	0.058824
28	45	0.200000
28	50	0.142857
28	92	0.250000
28	106	0.250000
29	0	0.027027
29	17	0.055556
29	18	0.071429
29	27	0.058824
29	32	0.142857
29	46	0.090909
29	51	0.125000
29	66	0.250000
29	71	0.166667
29	91	0.200000
29	102	0.200000
30	5	0.024390
30	7	0.033333
30	19	0.066667
30	24	0.125000
30	44	0.250000
30	55	0.250000
30	57	0.200000
30	73	0.200000
30	78	0.250000
30	110	0.250000
31	6	0.031250
31	7	0.033333
31	10	0.045455
31	13	0.166667
31	38	0.083333
31	44	0.250000
31	48	0.166667
31	63	0.166667
31	99	0.250000
31	107	0.250000
32	5	0.024390
32	7	0.033333
32	23	0.076923
32	29	0.090909
32	59	0.166667
32	87	0.200000
32	101	0.250000
33	0	0.027027
33	9	0.052632
33	16	0.071429
33	19	0.066667
33	78	0.250000
33	119	0.250000
34	17	0.055556
34	18	0.071429
34	22	0.076923
34	26	0.100000
34	60	0.166667
34	67	0.250000
34	84	0.200000
34	99	0.250000
35	1	0.047619
35	10	0.045455
35	19	0.066667
35	23	0.076923
35	37	0.125000
35	42	0.125000
35	43	0.100000
35	46	0.090909
35	47	0.166667
35	49	0.166667
35	59	0.166667
35	64	0.166667
35	87	0.200000
35	91	0.200000
35	93	0.250000
35	101	0.250000
36	5	0.024390
36	6	0.031250
36	25	0.200000
36	26	0.100000
36	37	0.125000
36	39	0.200000
36	40	0.200000
36	45	0.200000
36	66	0.250000
37	6	0.031250
37	27	0.058824
37	35	0.062500
37	36	0.111111
37	41	0.200000
37	61	0.142857
37	69	0.200000
37	116	0.250000
38	6	0.031250
38	10	0.045455
38	24	0.125000
38	31	0.100000
38	64	0.166667
38	78	0.250000
38	86	0.166667
38	102	0.200000
38	105	0.200000
38	114	0.250000
38	115	0.250000
38	116	0.250000
39	1	0.047619
39	3	0.142857
39	27	0.058824
39	36	0.111111
39	67	0.250000
40	0	0.027027
40	7	0.033333
40	16	0.071429
40	36	0.111111
40	71	0.166667
41	0	0.027027
41	17	0.055556
41	19	0.066667
41	37	0.125000
41	100	0.200000
42	19	0.066667
42	26	0.100000
42	27	0.058824
42	35	0.062500
42	48	0.166667
42	68	0.200000
42	106	0.250000
42	108	0.250000
43	0	0.027027
43	1	0.047619
43	6	0.031250
43	35	0.062500
43	57	0.200000
43	60	0.166667
43	65	0.200000
43	73	0.200000
43	98	0.250000
43	107	0.250000
44	5	0.024390
44	27	0.058824
44	30	0.100000
44	31	0.100000
45	3	0.142857
45	16	0.071429
45	28	0.125000
45	36	0.111111
45	79	0.250000
46	6	0.031250
46	22	0.076923
46	29	0.090909
46	35	0.062500
46	47	0.166667
46	74	0.166667
46	95	0.250000
46	96	0.250000
46	97	0.250000
46	106	0.250000
46	108	0.250000
47	12	0.066667
47	17	0.055556
47	35	0.062500
47	46	0.090909
47	52	0.250000
47	56	0.200000
48	8	0.090909
48	11	0.100000
48	31	0.100000
48	42	0.125000
48	58	0.250000
48	86	0.166667
49	5	0.024390
49	10	0.045455
49	15	0.111111
49	35	0.062500
49	75	0.166667
49	109	0.250000
50	9	0.052632
50	10	0.045455
50	23	0.076923
50	28	0.125000
50	79	0.250000
50	93	0.250000
50	110	0.250000
51	1	0.047619
51	5	0.024390
51	17	0.055556
51	29	0.090909
51	63	0.166667
51	72	0.200000
51	83	0.200000
51	90	0.250000
52	0	0.027027
52	6	0.031250
52	12	0.066667
52	47	0.166667
53	0	0.027027
53	5	0.024390
53	10	0.045455
53	20	0.166667
54	0	0.027027
54	5	0.024390
54	22	0.076923
54	27	0.058824
54	57	0.200000
55	0	0.027027
55	5	0.024390
55	16	0.071429
55	30	0.100000
56	9	0.052632
56	16	0.071429
56	18	0.071429
56	47	0.166667
56	76	0.250000
57	17	0.055556
57	30	0.100000
57	43	0.100000
57	54	0.200000
57	58	0.250000
58	7	0.033333
58	8	0.090909
