390	11250
0	1	0.015873
0	2	0.025000
0	3	0.030303
0	4	0.018868
0	5	0.019231
0	6	0.017857
0	7	0.020000
0	8	0.010417
0	9	0.022727
0	10	0.027778
0	11	0.026316
0	12	0.013333
0	13	0.020000
0	14	0.017857
0	15	0.043478
0	16	0.008621
0	17	0.008929
0	18	0.007042
0	19	0.009524
0	20	0.010870
0	21	0.009524
0	22	0.009804
0	23	0.010101
0	24	0.010000
0	25	0.012658
0	26	0.013699
0	28	0.013158
0	29	0.014706
0	30	0.015152
0	31	0.013514
0	32	0.016667
0	33	0.011111
0	34	0.015625
0	35	0.014925
0	38	0.025641
0	39	0.028571
0	40	0.017544
0	41	0.016129
0	42	0.013889
0	43	0.014493
0	46	0.032258
0	47	0.020833
0	48	0.017544
0	49	0.031250
0	51	0.019608
0	54	0.020408
0	59	0.020000
0	62	0.027778
0	64	0.027778
0	65	0.021277
0	67	0.022727
0	68	0.021739
0	71	0.031250
0	72	0.030303
0	76	0.022222
0	79	0.034483
0	80	0.027778
0	83	0.043478
0	86	0.038462
0	88	0.027027
0	91	0.037037
0	94	0.028571
0	96	0.023810
0	97	0.029412
0	109	0.029412
0	111	0.032258
0	119	0.037037
0	120	0.033333
0	127	0.025641
0	128	0.045455
0	133	0.043478
0	134	0.041667
0	137	0.040000
0	139	0.041667
0	144	0.032258
0	148	0.043478
0	153	0.040000
0	167	0.043478
0	169	0.062500
0	178	0.052632
0	180	0.031250
0	183	0.045455
0	189	0.055556
0	190	0.032258
0	191	0.033333
0	192	0.045455
0	194	0.052632
0	198	0.047619
0	211	0.047619
0	218	0.050000
0	219	0.052632
0	226	0.050000
0	239	0.052632
0	241	0.041667
0	249	0.055556
0	252	0.052632
0	269	0.066667
0	272	0.058824
0	276	0.062500
0	279	0.058824
0	281	0.055556
0	283	0.047619
0	289	0.058824
0	302	0.058824
0	303	0.058824
0	307	0.055556
0	308	0.066667
0	312	0.058824
0	314	0.058824
0	322	0.066667
0	325	0.062500
0	333	0.062500
0	343	0.062500
0	349	0.066667
0	358	0.058824
0	360	0.058824
0	365	0.058824
0	370	0.062500
0	371	0.066667
0	374	0.066667
0	378	0.066667
0	380	0.066667
0	381	0.066667
0	384	0.066667
0	386	0.066667
0	389	0.066667
1	0	0.007937
1	16	0.008621
1	17	0.008929
1	18	0.007042
1	19	0.009524
1	21	0.009524
1	22	0.009804
1	23	0.010101
1	24	0.010000
1	25	0.012658
1	28	0.013158
1	31	0.013514
1	36	0.016129
1	38	0.025641
1	40	0.017544
1	42	0.013889
1	43	0.014493
1	50	0.017544
1	53	0.025641
1	55	0.034483
1	60	0.027778
1	63	0.027027
1	66	0.025641
1	68	0.021739
1	69	0.028571
1	74	0.026316
1	78	0.027027
1	79	0.034483
1	81	0.025641
1	88	0.027027
1	93	0.032258
1	94	0.028571
1	99	0.027027
1	101	0.033333
1	103	0.029412
1	105	0.041667
1	112	0.027778
1	118	0.033333
1	137	0.040000
1	140	0.034483
1	149	0.035714
1	151	0.035714
1	161	0.041667
1	174	0.050000
1	175	0.041667
1	194	0.052632
1	219	0.052632
1	235	0.043478
1	242	0.045455
1	244	0.055556
1	275	0.050000
1	279	0.058824
1	281	0.055556
1	282	0.066667
1	285	0.047619
1	298	0.066667
1	306	0.055556
1	309	0.055556
1	315	0.058824
1	319	0.066667
1	320	0.062500
1	328	0.058824
1	378	0.066667
2	0	0.007937
2	16	0.008621
2	17	0.008929
2	18	0.007042
2	19	0.009524
2	20	0.010870
2	23	0.010101
2	32	0.016667
2	41	0.016129
2	42	0.013889
2	64	0.027778
2	66	0.025641
2	81	0.025641
2	114	0.038462
2	115	0.025000
2	118	0.033333
2	119	0.037037
2	131	0.040000
2	139	0.041667
2	144	0.032258
2	147	0.041667
2	150	0.033333
2	169	0.062500
2	170	0.050000
2	184	0.047619
2	206	0.043478
2	207	0.040000
2	230	0.058824
2	233	0.058824
2	244	0.055556
2	257	0.055556
2	288	0.052632
2	295	0.055556
2	301	0.062500
2	304	0.050000
2	314	0.058824
2	330	0.066667
2	338	0.066667
2	348	0.066667
2	363	0.062500
3	0	0.007937
3	16	0.008621
3	17	0.008929
3	18	0.007042
3	20	0.010870
3	21	0.009524
3	24	0.010000
3	26	0.013699
3	27	0.009615
3	30	0.015152
3	33	0.011111
3	38	0.025641
3	46	0.032258
3	53	0.025641
3	58	0.020408
3	61	0.028571
3	65	0.021277
3	78	0.027027
3	108	0.032258
3	136	0.037037
3	184	0.047619
3	190	0.032258
3	198	0.047619
3	205	0.043478
3	242	0.045455
3	247	0.058824
3	257	0.055556
3	276	0.062500
3	301	0.062500
3	302	0.058824
3	317	0.055556
3	326	0.062500
3	357	0.066667
4	0	0.007937
4	16	0.008621
4	17	0.008929
4	19	0.009524
4	20	0.010870
4	21	0.009524
4	22	0.009804
4	23	0.010101
4	25	0.012658
4	27	0.009615
4	29	0.014706
4	31	0.013514
4	32	0.016667
4	33	0.011111
4	40	0.017544
4	48	0.017544
4	49	0.031250
4	51	0.019608
4	53	0.025641
4	56	0.020000
4	62	0.027778
4	65	0.021277
4	66	0.025641
4	71	0.031250
4	77	0.031250
4	78	0.027027
4	89	0.034483
4	95	0.035714
4	118	0.033333
4	125	0.035714
4	130	0.040000
4	140	0.034483
4	142	0.040000
4	146	0.043478
4	149	0.035714
4	157	0.041667
4	188	0.058824
4	190	0.032258
4	192	0.045455
4	197	0.040000
4	200	0.041667
4	222	0.045455
4	234	0.055556
4	259	0.047619
4	283	0.047619
4	284	0.045455
4	294	0.058824
4	319	0.066667
4	326	0.062500
4	349	0.066667
4	354	0.062500
4	357	0.066667
4	374	0.066667
5	0	0.007937
5	16	0.008621
5	17	0.008929
5	18	0.007042
5	20	0.010870
5	25	0.012658
5	30	0.015152
5	31	0.013514
5	32	0.016667
5	35	0.014925
5	37	0.020000
5	39	0.028571
5	45	0.013158
5	53	0.025641
5	58	0.020408
5	71	0.031250
5	75	0.026316
5	77	0.031250
5	83	0.043478
5	84	0.031250
5	86	0.038462
5	93	0.032258
5	106	0.030303
5	114	0.038462
5	128	0.045455
5	137	0.040000
5	147	0.041667
5	159	0.041667
5	162	0.038462
5	165	0.041667
5	168	0.041667
5	180	0.031250
5	182	0.041667
5	193	0.041667
5	197	0.040000
5	206	0.043478
5	208	0.047619
5	219	0.052632
5	232	0.050000
5	245	0.055556
5	278	0.062500
5	281	0.055556
5	312	0.058824
5	322	0.066667
5	325	0.062500
5	326	0.062500
5	333	0.062500
5	345	0.066667
5	354	0.062500
5	362	0.062500
5	364	0.062500
5	385	0.066667
6	0	0.007937
6	17	0.008929
6	18	0.007042
6	19	0.009524
6	20	0.010870
6	21	0.009524
6	23	0.010101
6	25	0.012658
6	26	0.013699
6	28	0.013158
6	31	0.013514
6	35	0.014925
6	36	0.016129
6	41	0.016129
6	42	0.013889
6	48	0.017544
6	59	0.020000
6	63	0.027027
6	67	0.022727
6	71	0.031250
6	72	0.030303
6	76	0.022222
6	82	0.032258
6	93	0.032258
6	97	0.029412
6	100	0.027027
6	108	0.032258
6	113	0.030303
6	117	0.045455
6	120	0.033333
6	124	0.031250
6	135	0.041667
6	142	0.040000
6	144	0.032258
6	156	0.052632
6	158	0.047619
6	160	0.034483
6	163	0.030303
6	164	0.045455
6	171	0.045455
6	177	0.040000
6	183	0.045455
6	215	0.052632
6	227	0.045455
6	231	0.052632
6	235	0.043478
6	237	0.043478
6	238	0.050000
6	241	0.041667
6	243	0.045455
6	258	0.055556
6	262	0.055556
6	304	0.050000
6	371	0.066667
6	372	0.062500
6	388	0.066667
7	0	0.007937
7	16	0.008621
7	17	0.008929
7	18	0.007042
7	19	0.009524
7	20	0.010870
7	21	0.009524
7	25	0.012658
7	28	0.013158
7	29	0.014706
7	30	0.015152
7	33	0.011111
7	36	0.016129
7	37	0.020000
7	41	0.016129
7	43	0.014493
7	44	0.020408
7	51	0.019608
7	53	0.025641
7	55	0.034483
7	58	0.020408
7	61	0.028571
7	63	0.027027
7	71	0.031250
7	77	0.031250
7	78	0.027027
7	87	0.031250
7	119	0.037037
7	127	0.025641
7	130	0.040000
7	133	0.043478
7	144	0.032258
7	163	0.030303
7	166	0.029412
7	172	0.040000
7	177	0.040000
7	179	0.038462
7	183	0.045455
7	185	0.045455
7	198	0.047619
7	211	0.047619
7	221	0.045455
7	235	0.043478
7	241	0.041667
7	272	0.058824
7	273	0.055556
7	274	0.052632
7	318	0.058824
7	344	0.058824
7	376	0.066667
8	0	0.007937
8	16	0.008621
8	17	0.008929
8	18	0.007042
8	19	0.009524
8	20	0.010870
8	22	0.009804
8	23	0.010101
8	24	0.010000
8	25	0.012658
8	26	0.013699
8	27	0.009615
8	28	0.013158
8	29	0.014706
